"","FILENUM","INCIDENT_TYPE","SOURCE","SUBJ_TYPE","SUBJ_INC_NUM","SERVICE_TYPE","RESISTANCE_TYPE","SUB_ACT_DESC","UOF_EFFECTIVE","SUBJ_INJ","SUBJ_INJ_HOSP","INVOLVMENT","AGE","YRS_EMPL","SEX","RACE","ALLEGATION_MADE","FINDING","RECEIVED_DT","OCCURRED_DT","INC_STATUS"
"146","CEI2023-015","Complaint External-Informal","Citizen Telephone Call","Officer",19922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conduct - Discourteous or disrespectful treatment of public","Corrective Action",2023-10-15,2023-10-15,"Completed"
"147","CEI2023-015","Complaint External-Informal",NA,"Citizen",5259,NA,NA,NA,NA,NA,NA,"Complainant",NA,NA,"Female","White",NA,NA,NA,NA,NA
"148","CEI2023-015","Complaint External-Informal",NA,"Officer",19922,NA,NA,NA,NA,NA,NA,"Officer",38,"10","Male","White",NA,NA,NA,NA,NA
"149","CEI2023-016","Complaint External-Informal","Employee","Officer",19931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conduct - Exceeding powers by unreasonable, unlawful or excessive conduct","No Misconduct",2023-10-20,2023-09-19,"Completed"
"150","CEI2023-016","Complaint External-Informal",NA,"Citizen",5263,NA,NA,NA,NA,NA,NA,"Complainant",36,NA,"Male","White",NA,NA,NA,NA,NA
"151","CEI2023-016","Complaint External-Informal",NA,"Officer",19931,NA,NA,NA,NA,NA,NA,"Officer",36,"6","Male","White",NA,NA,NA,NA,NA
"152","CEI2023-018","Complaint External-Informal","Citizen Telephone Call",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-21,2023-11-20,"Completed"
"153","CEI2023-018","Complaint External-Informal",NA,"Officer",20139,NA,NA,NA,NA,NA,NA,"Officer",27,"4","Male","white",NA,NA,NA,NA,NA
"154","CEI2023-018","Complaint External-Informal",NA,"Officer",20140,NA,NA,NA,NA,NA,NA,"Officer",29,"7","Male","White",NA,NA,NA,NA,NA
"155","CEI2023-018","Complaint External-Informal",NA,"Citizen",5307,NA,NA,NA,NA,NA,NA,"Complainant",NA,NA,"Female","White",NA,NA,NA,NA,NA
"156","CEI2023-019","Complaint External-Informal","Citizen Telephone Call","Officer",20115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Efficiency - Neglect of Duty","Unfounded",2023-11-18,2023-11-18,"Completed"
"157","CEI2023-019","Complaint External-Informal","Citizen Telephone Call","Officer",20116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Efficiency - Neglect of Duty","Unfounded",2023-11-18,2023-11-18,"Completed"
"158","CEI2023-019","Complaint External-Informal",NA,"Citizen",5302,NA,NA,NA,NA,NA,NA,"Complainant",27,NA,"Male","White",NA,NA,NA,NA,NA
"159","CEI2023-019","Complaint External-Informal",NA,"Officer",20115,NA,NA,NA,NA,NA,NA,"Officer",34,"1","male","white",NA,NA,NA,NA,NA
"160","CEI2023-019","Complaint External-Informal",NA,"Officer",20116,NA,NA,NA,NA,NA,NA,"Officer",21,"0","m","white",NA,NA,NA,NA,NA
"161","CEI2023-020","Complaint External-Informal","Citizen E-Mail","Officer",20026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conduct - Discourteous or disrespectful treatment of public","Corrective Action",2023-11-02,2023-11-01,"Completed"
"162","CEI2023-020","Complaint External-Informal",NA,"Citizen",5281,NA,NA,NA,NA,NA,NA,"Complainant",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","CEI2023-020","Complaint External-Informal",NA,"Officer",20026,NA,NA,NA,NA,NA,NA,"Officer",38,"6","Male","White",NA,NA,NA,NA,NA
"164","CEI2023-022","Complaint External-Informal","Citizen Telephone Call","Officer",20272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Efficiency - Unsatisfactory work performance","No Misconduct",2023-12-13,2023-10-19,"Completed"
"165","CEI2023-022","Complaint External-Informal",NA,"Citizen",5316,NA,NA,NA,NA,NA,NA,"Complainant",NA,NA,"Female","White",NA,NA,NA,NA,NA
"166","CEI2023-022","Complaint External-Informal",NA,"Officer",20272,NA,NA,NA,NA,NA,NA,"Officer",53,"9","Male","White",NA,NA,NA,NA,NA
"167","CEI2023-024","Complaint External-Informal","Employee","Officer",20334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conduct - Unauthorized possession, loss, damage to property of others","No Misconduct",2023-12-27,2023-12-20,"Completed"
"168","CEI2023-024","Complaint External-Informal",NA,"Officer",20333,NA,NA,NA,NA,NA,NA,"Complainant",30,"7","Male","White",NA,NA,NA,NA,NA
"169","CEI2023-024","Complaint External-Informal",NA,"Officer",20335,NA,NA,NA,NA,NA,NA,"Witness",27,"0","male","white",NA,NA,NA,NA,NA
"170","CEI2023-024","Complaint External-Informal",NA,"Officer",20334,NA,NA,NA,NA,NA,NA,"Officer",30,"7","Male","White",NA,NA,NA,NA,NA
"171","CIF2023-001","Complaint Internal-Formal","Employee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-09,2023-01-13,"Completed"
"172","CIF2023-001","Complaint Internal-Formal",NA,"Officer",18956,NA,NA,NA,NA,NA,NA,"Witness",60,"29","Male","White",NA,NA,NA,NA,NA
"173","CIF2023-001","Complaint Internal-Formal",NA,"Officer",18942,NA,NA,NA,NA,NA,NA,"Witness",46,"15","Male","White",NA,NA,NA,NA,NA
"174","CIF2023-001","Complaint Internal-Formal",NA,"Officer",18943,NA,NA,NA,NA,NA,NA,"Witness",48,"22","Male","White",NA,NA,NA,NA,NA
"175","CIF2023-002","Complaint Internal-Formal","Employee","Officer",18997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laws, Rules, and Orders - Violation of policy","Sustained",2023-02-23,2023-02-19,"Completed"
"176","CIF2023-002","Complaint Internal-Formal",NA,"Officer",18997,NA,NA,NA,NA,NA,NA,"Officer",37,"4","male","white",NA,NA,NA,NA,NA
"177","CIF2023-003","Complaint Internal-Formal","Supervisor","Officer",18989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Efficiency - Neglect of Duty","Sustained",2023-02-21,2023-02-21,"Completed"
"178","CIF2023-003","Complaint Internal-Formal",NA,"Officer",18990,NA,NA,NA,NA,NA,NA,"Witness",32,"8","Male","Asian",NA,NA,NA,NA,NA
"179","CIF2023-003","Complaint Internal-Formal",NA,"Officer",18988,NA,NA,NA,NA,NA,NA,"Complainant",54,"26","Female","White",NA,NA,NA,NA,NA
"180","CIF2023-003","Complaint Internal-Formal",NA,"Officer",18989,NA,NA,NA,NA,NA,NA,"Officer",42,"12","Male","White",NA,NA,NA,NA,NA
"181","CIF2023-003","Complaint Internal-Formal",NA,"Officer",18991,NA,NA,NA,NA,NA,NA,"Witness",32,"5","Male","White",NA,NA,NA,NA,NA
"182","CIF2023-003","Complaint Internal-Formal",NA,"Officer",18992,NA,NA,NA,NA,NA,NA,"Witness",33,"7","Female","White",NA,NA,NA,NA,NA
"183","CIF2023-003","Complaint Internal-Formal",NA,"Officer",18993,NA,NA,NA,NA,NA,NA,"Witness",64,"39","Female","White",NA,NA,NA,NA,NA
"184","CIF2023-003","Complaint Internal-Formal",NA,"Officer",18994,NA,NA,NA,NA,NA,NA,"Witness",44,"8","Female","White",NA,NA,NA,NA,NA
"185","CIF2023-004","Complaint Internal-Formal","Supervisor","Officer",19071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations","Administrative",2023-03-21,2023-03-14,"Completed"
"186","CIF2023-004","Complaint Internal-Formal",NA,"Officer",19071,NA,NA,NA,NA,NA,NA,"Officer",41,"13","Male","White",NA,NA,NA,NA,NA
"187","CIF2023-005","Complaint Internal-Formal","Employee","Officer",19148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laws, Rules and Orders - Volation of policy, procedure, rule, order, directive, requirement or City manuals","Administrative",2023-04-11,2023-04-11,"Completed"
"188","CIF2023-005","Complaint Internal-Formal",NA,"Officer",19147,NA,NA,NA,NA,NA,NA,"Complainant",40,"17","Male","White",NA,NA,NA,NA,NA
"189","CIF2023-005","Complaint Internal-Formal",NA,"Officer",19148,NA,NA,NA,NA,NA,NA,"Officer",31,"5","Female","White",NA,NA,NA,NA,NA
"190","CIF2023-005","Complaint Internal-Formal",NA,"Officer",19149,NA,NA,NA,NA,NA,NA,"Witness",52,"29","Male","White",NA,NA,NA,NA,NA
"191","CIF2023-006","Complaint Internal-Formal","Supervisor","Officer",19259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conduct - Exceeding powers by unreasonable, unlawful or excessive conduct","Sustained",2023-04-21,2023-04-21,"Completed"
"192","CIF2023-006","Complaint Internal-Formal",NA,"Officer",19260,NA,NA,NA,NA,NA,NA,"Complainant",37,"14","Male","White",NA,NA,NA,NA,NA
"193","CIF2023-006","Complaint Internal-Formal",NA,"Officer",19259,NA,NA,NA,NA,NA,NA,"Officer",33,"7","Male","White",NA,NA,NA,NA,NA
"194","CIF2023-006","Complaint Internal-Formal",NA,"Citizen",5136,NA,NA,NA,NA,NA,NA,"Witness",38,NA,"Female","White",NA,NA,NA,NA,NA
"195","CIF2023-006","Complaint Internal-Formal",NA,"Officer",19304,NA,NA,NA,NA,NA,NA,"Witness",23,"1","m","w",NA,NA,NA,NA,NA
"196","CIF2023-007","Complaint Internal-Formal","Employee","Officer",19333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"* Use of Force","Exonerated",2023-05-22,2023-05-22,"Completed"
"197","CIF2023-007","Complaint Internal-Formal",NA,"Citizen",5144,NA,NA,NA,NA,NA,NA,"Complainant",22,NA,"Male","Unknown",NA,NA,NA,NA,NA
"198","CIF2023-007","Complaint Internal-Formal",NA,"Officer",19333,NA,NA,NA,NA,NA,NA,"Officer",39,"5","Male","White",NA,NA,NA,NA,NA
"199","CIF2023-008","Complaint Internal-Formal","Employee","Officer",19335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laws, Rules, and Orders - Disobedience / Insubordination","Sustained",2023-05-22,2023-05-16,"Completed"
"200","CIF2023-008","Complaint Internal-Formal",NA,"Officer",19335,NA,NA,NA,NA,NA,NA,"Officer",31,"5","Female","White",NA,NA,NA,NA,NA
"201","CIF2023-008","Complaint Internal-Formal",NA,"Officer",19337,NA,NA,NA,NA,NA,NA,"Witness",33,"7","Male","White",NA,NA,NA,NA,NA
"202","CIF2023-009","Complaint Internal-Informal","Employee","Officer",19390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attendance - Failure to report on time or fully prepared to perform duties without excuse","Corrective Action",2023-06-11,2023-06-11,"Completed"
"203","CIF2023-009","Complaint Internal-Informal",NA,"Officer",19389,NA,NA,NA,NA,NA,NA,"Complainant",51,"28","Male","White",NA,NA,NA,NA,NA
"204","CIF2023-009","Complaint Internal-Informal",NA,"Officer",19390,NA,NA,NA,NA,NA,NA,"Officer",38,"1","male","White",NA,NA,NA,NA,NA
"205","CIF2023-010","Complaint Internal-Formal","Supervisor","Officer",19616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conduct - Use of obscene, indecent, profane or derogatory language","Sustained",2023-08-07,2023-07-08,"Completed"
"206","CIF2023-010","Complaint Internal-Formal","Supervisor","Officer",19616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Safety - Failure to observe safety standards or safe working practices","Sustained",2023-08-07,2023-07-08,"Completed"
"207","CIF2023-010","Complaint Internal-Formal",NA,"Officer",19620,NA,NA,NA,NA,NA,NA,"Witness",36,"1","Male","White",NA,NA,NA,NA,NA
"208","CIF2023-010","Complaint Internal-Formal",NA,"Officer",19616,NA,NA,NA,NA,NA,NA,"Officer",33,"7","Male","White",NA,NA,NA,NA,NA
"209","CIF2023-010","Complaint Internal-Formal",NA,"Officer",19619,NA,NA,NA,NA,NA,NA,"Witness",33,"4","male","white",NA,NA,NA,NA,NA
"210","CIF2023-010","Complaint Internal-Formal",NA,"Officer",19621,NA,NA,NA,NA,NA,NA,"Witness",27,"4","Male","white",NA,NA,NA,NA,NA
"211","CIF2023-012","Complaint Internal-Formal","Employee","Officer",19626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Efficiency - Neglect of Duty","Sustained",2023-08-09,2023-08-09,"Completed"
"212","CIF2023-012","Complaint Internal-Formal","Employee","Officer",19627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Efficiency - Neglect of Duty","Sustained",2023-08-09,2023-08-09,"Completed"
"213","CIF2023-012","Complaint Internal-Formal",NA,"Citizen",5202,NA,NA,NA,NA,NA,NA,"Complainant",38,NA,"Male","N/A",NA,NA,NA,NA,NA
"214","CIF2023-012","Complaint Internal-Formal",NA,"Officer",19626,NA,NA,NA,NA,NA,NA,"Officer",37,"7","Male","Vietnamese",NA,NA,NA,NA,NA
"215","CIF2023-012","Complaint Internal-Formal",NA,"Officer",19627,NA,NA,NA,NA,NA,NA,"Officer",30,"5","Male","White",NA,NA,NA,NA,NA
"216","CIF2023-014","Complaint Internal-Formal","Employee","Officer",19742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*EIS Review - Supervisor Requested","Administrative",2023-09-08,2023-09-08,"Completed"
"217","CIF2023-014","Complaint Internal-Formal",NA,"Officer",19742,NA,NA,NA,NA,NA,NA,"Officer",36,"5","Male","White",NA,NA,NA,NA,NA
"218","CIF2023-015","Complaint Internal-Formal","Employee","Officer",19807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conduct - Discourteous or disrespectful treatment of employee","Sustained",2023-09-25,2023-09-21,"Completed"
"219","CIF2023-015","Complaint Internal-Formal",NA,"Officer",19807,NA,NA,NA,NA,NA,NA,"Officer",32,"7","Female","White",NA,NA,NA,NA,NA
"220","CIF2023-015","Complaint Internal-Formal",NA,"Officer",20110,NA,NA,NA,NA,NA,NA,"Witness",50,"2","Male","White",NA,NA,NA,NA,NA
"221","CIF2023-015","Complaint Internal-Formal",NA,"Citizen",5242,NA,NA,NA,NA,NA,NA,"Complainant",19,NA,"Male","White",NA,NA,NA,NA,NA
"222","CIF2023-015","Complaint Internal-Formal",NA,"Citizen",5243,NA,NA,NA,NA,NA,NA,"Complainant",48,NA,"Female","White",NA,NA,NA,NA,NA
"223","CIF2023-015","Complaint Internal-Formal",NA,"Citizen",5248,NA,NA,NA,NA,NA,NA,"Complainant",43,NA,"Male","White",NA,NA,NA,NA,NA
"224","CIF2023-015","Complaint Internal-Formal",NA,"Citizen",5254,NA,NA,NA,NA,NA,NA,"Complainant",NA,NA,"Female","White",NA,NA,NA,NA,NA
"225","CIF2023-015","Complaint Internal-Formal",NA,"Citizen",5255,NA,NA,NA,NA,NA,NA,"Complainant",38,NA,"Male","White",NA,NA,NA,NA,NA
"226","CIF2023-015","Complaint Internal-Formal",NA,"Officer",20108,NA,NA,NA,NA,NA,NA,"Complainant",50,"18","Male","White",NA,NA,NA,NA,NA
"227","CIF2023-015","Complaint Internal-Formal",NA,"Officer",20109,NA,NA,NA,NA,NA,NA,"Complainant",58,"10","Female","White",NA,NA,NA,NA,NA
"228","CIF2023-016","Complaint Internal-Formal","Employee","Officer",19763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attendance - Unexcused or unauthorized tardiness","Exceptional",2023-09-17,2023-09-16,"Completed"
"229","CIF2023-016","Complaint Internal-Formal","Employee","Officer",19763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethics - Failure to abide by the standards of ethical conduct","Exceptional",2023-09-17,2023-09-16,"Completed"
"230","CIF2023-016","Complaint Internal-Formal",NA,"Officer",19763,NA,NA,NA,NA,NA,NA,"Officer",21,"0","female","white",NA,NA,NA,NA,NA
"231","CIF2023-016","Complaint Internal-Formal",NA,"Officer",19762,NA,NA,NA,NA,NA,NA,"Complainant",39,"2","Male","White",NA,NA,NA,NA,NA
"232","CIF2023-016","Complaint Internal-Formal",NA,"Officer",19764,NA,NA,NA,NA,NA,NA,"Witness",22,"0","female","white",NA,NA,NA,NA,NA
"233","CIF2023-018","Complaint Internal-Formal","Supervisor","Officer",19984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Performance - Acts bringing discredit to the department (On Duty)","Sustained",2023-10-12,2023-10-10,"Completed"
"234","CIF2023-018","Complaint Internal-Formal",NA,"Officer",19920,NA,NA,NA,NA,NA,NA,"Complainant",48,"24","Female","White",NA,NA,NA,NA,NA
"235","CIF2023-018","Complaint Internal-Formal",NA,"Officer",19984,NA,NA,NA,NA,NA,NA,"Officer",25,"1","male","white",NA,NA,NA,NA,NA
"236","CIF2023-020","Complaint Internal-Formal","Supervisor","Officer",20005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attendance - Unexcused or unauthorized tardiness","Exceptional",2023-10-31,2023-10-28,"Completed"
"237","CIF2023-020","Complaint Internal-Formal",NA,"Officer",20004,NA,NA,NA,NA,NA,NA,"Complainant",44,"8","Female","White",NA,NA,NA,NA,NA
"238","CIF2023-020","Complaint Internal-Formal",NA,"Officer",20005,NA,NA,NA,NA,NA,NA,"Officer",21,"0","female","white",NA,NA,NA,NA,NA
"239","CIF2023-021","Complaint Internal-Formal","Supervisor","Officer",20153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attendance - Unexcused or unauthorized tardiness","Exceptional",2023-11-26,2023-11-26,"Completed"
"240","CIF2023-021","Complaint Internal-Formal",NA,"Officer",20153,NA,NA,NA,NA,NA,NA,"Officer",21,"0","female","white",NA,NA,NA,NA,NA
"241","CIF2023-021","Complaint Internal-Formal",NA,"Officer",20152,NA,NA,NA,NA,NA,NA,"Complainant",54,"26","Female","White",NA,NA,NA,NA,NA
"242","CIF2023-021","Complaint Internal-Formal",NA,"Officer",20154,NA,NA,NA,NA,NA,NA,"Witness",22,"0","female","white",NA,NA,NA,NA,NA
"243","CIF2023-021","Complaint Internal-Formal",NA,"Officer",20155,NA,NA,NA,NA,NA,NA,"Witness",NA,"1","Female","White",NA,NA,NA,NA,NA
"244","CIF2023-022","Complaint Internal-Formal","Supervisor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-16,2023-11-04,"Completed"
"245","CIF2023-022","Complaint Internal-Formal",NA,"Citizen",5317,NA,NA,NA,NA,NA,NA,"Complainant",32,NA,"Female","White",NA,NA,NA,NA,NA
"246","CIF2023-022","Complaint Internal-Formal",NA,"Officer",20106,NA,NA,NA,NA,NA,NA,"Complainant",51,"18","Female","White",NA,NA,NA,NA,NA
"247","CIF2023-022","Complaint Internal-Formal",NA,"Officer",20107,NA,NA,NA,NA,NA,NA,"Complainant",41,"4","Female","White",NA,NA,NA,NA,NA
"248","CIF2024-001","Complaint Internal-Formal","Supervisor","Officer",20373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations","Sustained",2024-01-03,2023-12-26,"Completed"
"249","CIF2024-001","Complaint Internal-Formal",NA,"Officer",20373,NA,NA,NA,NA,NA,NA,"Officer",65,"25","Male","Amer Ind",NA,NA,NA,NA,NA
"250","CII2023-001","Complaint Internal-Informal","Employee","Officer",19205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conduct - Other conduct contrary to good order, efficiency or morale","Exceptional",2023-04-18,2023-04-18,"Completed"
"251","CII2023-001","Complaint Internal-Informal",NA,"Officer",19204,NA,NA,NA,NA,NA,NA,"Complainant",52,"24","Male","White",NA,NA,NA,NA,NA
"252","CII2023-001","Complaint Internal-Informal",NA,"Officer",19205,NA,NA,NA,NA,NA,NA,"Officer",44,"11","Male","White",NA,NA,NA,NA,NA
"253","CII2023-001","Complaint Internal-Informal",NA,"Officer",19206,NA,NA,NA,NA,NA,NA,"Witness",47,"7","Female","White",NA,NA,NA,NA,NA
"254","CII2023-001","Complaint Internal-Informal",NA,"Officer",19207,NA,NA,NA,NA,NA,NA,"Witness",41,"4","Female","White",NA,NA,NA,NA,NA
"255","CII2023-001","Complaint Internal-Informal",NA,"Officer",19208,NA,NA,NA,NA,NA,NA,"Witness",51,"18","Female","White",NA,NA,NA,NA,NA
"256","CII2023-002","Complaint Internal-Informal","Supervisor","Officer",19128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laws, Rules, and Orders - Disobedience / Insubordination","Exceptional",2023-04-05,2023-03-17,"Completed"
"257","CII2023-002","Complaint Internal-Informal",NA,"Officer",19128,NA,NA,NA,NA,NA,NA,"Officer",40,"8","Male","White",NA,NA,NA,NA,NA
"258","CII2023-002","Complaint Internal-Informal",NA,"Officer",19130,NA,NA,NA,NA,NA,NA,"Complainant",40,"16","Male","Black",NA,NA,NA,NA,NA
"259","CII2023-002","Complaint Internal-Informal",NA,"Officer",19129,NA,NA,NA,NA,NA,NA,"Officer",24,"2","Male","White",NA,NA,NA,NA,NA
"260","CII2023-003","Complaint Internal-Informal","Employee","Officer",19257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laws, Rules, and Orders - Violation of directive","Corrective Action",2023-04-07,2023-04-07,"Completed"
"261","CII2023-003","Complaint Internal-Informal",NA,"Officer",19257,NA,NA,NA,NA,NA,NA,"Officer",42,"12","Male","White",NA,NA,NA,NA,NA
"262","CII2023-003","Complaint Internal-Informal",NA,"Officer",19258,NA,NA,NA,NA,NA,NA,"Complainant",37,"14","Male","White",NA,NA,NA,NA,NA
"263","CII2023-004","Complaint Internal-Informal","Employee","Officer",19317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Performance - Failure to disclose or misrepresenting material facts","Corrective Action",2023-05-03,2023-04-29,"Completed"
"264","CII2023-004","Complaint Internal-Informal",NA,"Officer",19317,NA,NA,NA,NA,NA,NA,"Officer",45,"4","female","white",NA,NA,NA,NA,NA
"265","CII2023-004","Complaint Internal-Informal",NA,"Officer",19318,NA,NA,NA,NA,NA,NA,"Complainant",51,"18","Female","White",NA,NA,NA,NA,NA
"266","CII2023-005","Complaint Internal-Informal","Employee","Officer",19285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Performance - Failure to disclose or misrepresenting material facts","Corrective Action",2023-05-03,2023-04-29,"Completed"
"267","CII2023-005","Complaint Internal-Informal",NA,"Officer",19285,NA,NA,NA,NA,NA,NA,"Officer",72,"17","Female","White",NA,NA,NA,NA,NA
"268","CII2023-005","Complaint Internal-Informal",NA,"Officer",19286,NA,NA,NA,NA,NA,NA,"Witness",45,"4","female","white",NA,NA,NA,NA,NA
"269","CII2023-005","Complaint Internal-Informal",NA,"Officer",19284,NA,NA,NA,NA,NA,NA,"Complainant",51,"18","Female","White",NA,NA,NA,NA,NA
"270","CII2023-006","Complaint Internal-Informal","Employee","Officer",19439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laws, Rules, and Orders - Violation of policy","Corrective Action",2023-06-20,2023-04-21,"Completed"
"271","CII2023-006","Complaint Internal-Informal",NA,"Officer",19439,NA,NA,NA,NA,NA,NA,"Officer",37,"14","Male","White",NA,NA,NA,NA,NA
"272","CII2023-006","Complaint Internal-Informal",NA,"Officer",19456,NA,NA,NA,NA,NA,NA,"Witness",33,"7","Male","White",NA,NA,NA,NA,NA
"273","CII2023-008","Complaint Internal-Informal","Supervisor","Officer",19750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attendance - Failure to report on time or fully prepared to perform duties without excuse","Corrective Action",2023-09-11,2023-09-11,"Completed"
"274","CII2023-008","Complaint Internal-Informal",NA,"Officer",19750,NA,NA,NA,NA,NA,NA,"Officer",21,"0","female","white",NA,NA,NA,NA,NA
"275","CII2023-008","Complaint Internal-Informal",NA,"Officer",19753,NA,NA,NA,NA,NA,NA,"Witness",22,"0","female","white",NA,NA,NA,NA,NA
"276","CII2023-008","Complaint Internal-Informal",NA,"Officer",19754,NA,NA,NA,NA,NA,NA,"Witness",55,"20","Female","White",NA,NA,NA,NA,NA
"277","CII2023-008","Complaint Internal-Informal",NA,"Officer",19751,NA,NA,NA,NA,NA,NA,"Witness",36,"14","Female","White",NA,NA,NA,NA,NA
"278","CII2023-008","Complaint Internal-Informal",NA,"Officer",19752,NA,NA,NA,NA,NA,NA,"Witness",36,"9","Male","White",NA,NA,NA,NA,NA
"279","CII2023-009","Complaint External-Informal","Supervisor","Officer",19710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Efficiency - Neglect of Duty","Corrective Action",2023-08-28,2023-08-28,"Completed"
"280","CII2023-009","Complaint External-Informal",NA,"Officer",19711,NA,NA,NA,NA,NA,NA,"Witness",36,"14","Female","White",NA,NA,NA,NA,NA
"281","CII2023-009","Complaint External-Informal",NA,"Officer",19713,NA,NA,NA,NA,NA,NA,"Witness",55,"20","Female","White",NA,NA,NA,NA,NA
"282","CII2023-009","Complaint External-Informal",NA,"Citizen",5216,NA,NA,NA,NA,NA,NA,"Complainant",NA,NA,"Male","White",NA,NA,NA,NA,NA
"283","CII2023-009","Complaint External-Informal",NA,"Officer",19710,NA,NA,NA,NA,NA,NA,"Officer",22,"0","female","white",NA,NA,NA,NA,NA
"284","CII2023-009","Complaint External-Informal",NA,"Officer",19712,NA,NA,NA,NA,NA,NA,"Witness",39,"2","Male","White",NA,NA,NA,NA,NA
"285","CII2023-010","Complaint External-Formal","Citizen Telephone Call","Officer",19770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conduct - Discourteous or disrespectful treatment of public","Sustained",2023-09-17,2023-09-17,"Completed"
"286","CII2023-010","Complaint External-Formal",NA,"Citizen",5235,NA,NA,NA,NA,NA,NA,"Complainant",39,NA,"Male","White",NA,NA,NA,NA,NA
"287","CII2023-010","Complaint External-Formal",NA,"Officer",19771,NA,NA,NA,NA,NA,NA,"Witness",27,"4","Male","white",NA,NA,NA,NA,NA
"288","CII2023-010","Complaint External-Formal",NA,"Officer",19770,NA,NA,NA,NA,NA,NA,"Officer",29,"5","Male","White",NA,NA,NA,NA,NA
"289","CII2023-010","Complaint External-Formal",NA,"Officer",19772,NA,NA,NA,NA,NA,NA,"Witness",30,"4","male","white",NA,NA,NA,NA,NA
"290","CII2023-012","Complaint External-Informal","Citizen Telephone Call","Officer",20010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Performance - Making disparaging remarks or conduct","No Misconduct",2023-10-31,2023-10-31,"Completed"
"291","CII2023-012","Complaint External-Informal",NA,"Citizen",5280,NA,NA,NA,NA,NA,NA,"Complainant",55,NA,"Female","Black",NA,NA,NA,NA,NA
"292","CII2023-012","Complaint External-Informal",NA,"Officer",20011,NA,NA,NA,NA,NA,NA,"Witness",30,"7","Male","White",NA,NA,NA,NA,NA
"293","CII2023-012","Complaint External-Informal",NA,"Officer",20010,NA,NA,NA,NA,NA,NA,"Officer",44,"7","Female","White",NA,NA,NA,NA,NA
"294","CII2023-013","Complaint Internal-Informal","Supervisor","Officer",19798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attendance - Unexcused or unauthorized tardiness","Corrective Action",2023-09-25,2023-09-25,"Completed"
"295","CII2023-013","Complaint Internal-Informal",NA,"Officer",19798,NA,NA,NA,NA,NA,NA,"Officer",36,"9","Male","White",NA,NA,NA,NA,NA
"296","CII2023-013","Complaint Internal-Informal",NA,"Officer",19797,NA,NA,NA,NA,NA,NA,"Complainant",51,"28","Male","White",NA,NA,NA,NA,NA
