TicketDatetime,TicketNumber,TicketType,Statute,Description,Sex,Race,Ethnicity,Age,LocNumber,LocPrefix,LocStreet,LocType,LocSuffix,XLocPrefix,XLocStreet,XLocType,XLocSuffix,PersonnelRace,PersonnelSex,PersonnelAge,PersonnelYears,PersonnelEthnicity
10/20/2023,P147424,Warning,32-705G,AGAINST TRAFFIC / REVERSE PARK VIOL,Unknown,Unknown,Unknown,43,1224,,AVONDALE,DR,,,,,,White,Female,60,4,
10/17/2023,P147389,Warning,32-705G,AGAINST TRAFFIC / REVERSE PARK VIOL,Unknown,Unknown,Unknown,43,1635,,FRANKLIN,DR,,,,,,White,Female,60,4,
10/20/2023,P147423,Warning,32-705G,AGAINST TRAFFIC / REVERSE PARK VIOL,Unknown,Unknown,Unknown,43,1224,,AVONDALE,DR,,,,,,White,Female,60,4,
11/1/2023,P149025,Warning,32-707I,PUBLIC PROPERTY,Unknown,Unknown,Unknown,43,100,E,MAIN,ST,,,,,,White,Female,60,4,
3/27/2023,P141653,Warning,20-807(9),PUBLIC PROPERTY,Unknown,Unknown,Unknown,43,100,W,SYMMES,ST,,,,,,White,Female,59,3,
12/28/2023,P150478,Warning,32-705G,AGAINST TRAFFIC / REVERSE PARK VIOL,Unknown,Unknown,Unknown,43,1517,,SOUTHERN HEIGHTS,AVE,,,,,,White,Female,60,4,
6/7/2023,P144177,Warning,32-705G,AGAINST TRAFFIC / REVERSE PARK VIOL,Unknown,Unknown,Unknown,43,1600,,RIDGEMONT,CIR,,,,,,White,Female,59,3,
12/22/2023,P150450,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,804,,PEREGRINE,DR,,,,,,White,Female,60,4,
6/9/2023,P144202,Warning,32-701C,MORE THAN 18 IN FROM CURB/RDWAY EDG,Unknown,Unknown,Unknown,43,1908,,SHADOW,ST,,,,,,White,Female,59,3,
6/9/2023,P144206,Warning,32-705G,AGAINST TRAFFIC / REVERSE PARK VIOL,Unknown,Unknown,Unknown,43,225,,OVERTON,DR,,,,,,White,Female,59,3,
6/12/2023,P144213,Warning,32-705G,AGAINST TRAFFIC / REVERSE PARK VIOL,Unknown,Unknown,Unknown,43,909,,HEARTHSTONE,DR,,,,,,White,Female,59,3,
12/20/2023,P150435,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,1805,,BARB,DR,,,,,,White,Female,60,4,
12/21/2023,P150437,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,720,,PEREGRINE,DR,,,,,,White,Female,60,4,
12/21/2023,P150439,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,1008,,FALCO CONCOLOR,DR,,,,,,White,Female,60,4,
7/28/2023,P145082,Parking,32-716,NO VALID TAG,Unknown,Unknown,Unknown,43,132,W,MAIN,ST,,,,,,White,Female,59,3,
12/22/2023,P150457,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,,,520 TIMBERBROOK DR,,,,,,,White,Female,60,4,
12/29/2023,P150488,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,1419,,SOUTHERN HEIGHTS,AVE,,,,,,White,Female,60,4,
9/21/2023,656248,Traffic,32-710,FAIL TO STOP,,,,21,,W,LINN,ST,,,JENKINS,AVE,,White,Male,37,0,
7/13/2023,W277532,Warning,32-710,FAIL TO STOP,Male,White,,23,,,BEAUMONT,DR,,,BILOXI,DR,,White,Male,36,0,
8/20/2023,656242,Parking,32-717,ACCESSIBLE PARKING,Male,Unknown,Non Hispanic,27,745,,ASP,AVE,,,,,,White,Male,36,0,
11/10/2023,660675,Traffic,32-901,EXC SPEEDING,Male,White,Non Hispanic,26,,,STATE HWY 9,HWY,,,156TH,AVE,SE,White,Male,37,0,
8/4/2023,659952,Traffic,32-440,IMP U-TURN,Female,White,Non Hispanic,36,,,STUBBEMAN,AVE,,W,HADDOCK,ST,,White,Male,36,0,
10/6/2023,W278725,Warning,32-502,IMP EQUIP/CARS,Female,White,Non Hispanic,25,3301,W,MAIN,ST,,,,,,White,Male,37,0,
6/23/2023,659684,Traffic,32-608,SEATBELT VIOL,Female,White,Unknown,34,,,CLASSEN,BLVD,,E,CONSTITUTION,ST,,White,Male,36,0,
6/23/2023,W277535,Warning,32-410,IMP REGISTRATION,Female,White,Unknown,34,,,CLASSEN,BLVD,,E,CONSTITUTION,ST,,White,Male,36,0,
12/31/2023,660977,Traffic,32-901,EXC SPEEDING,Male,White,,19,,,12TH,AVE,SE,E,LINDSEY,ST,,White,Male,37,0,
10/9/2023,660539,Traffic,32-710,FAIL TO STOP,Male,White,Non Hispanic,20,,S,WEBSTER,AVE,,W,APACHE,ST,,White,Male,37,0,
10/8/2023,W278729,Warning,32-1009,DIS TRAF SIG/RED,Female,Black,Unknown,20,3347,W,MAIN,ST,,,,,,White,Male,37,0,
12/24/2023,278735,Warning,32-901,EXC SPEEDING,Male,White,Non Hispanic,20,,,HIGHLAND PKWY / N FLOOD AVE,,,,,,,White,Male,37,0,
10/9/2023,W278731,Warning,32-442,NO INSURANCE VERIF,Male,White,Hispanic,40,,,CLASSEN,BLVD,,E,CONSTITUTION,ST,,White,Male,37,0,
7/19/2023,W277534,Warning,32-502,IMP EQUIP/CARS,Male,White,Unknown,35,,,ALAMEDA,ST,,,MORNINGSIDE,DR,,White,Male,36,0,
7/6/2023,659690,Traffic,32-402A,FAIL DEV TIME/ATTEN,Male,White,Non Hispanic,36,,,CLASSEN,BLVD,,,CASTRO,ST,,White,Male,36,0,
6/21/2023,659683,Traffic,32-431,IMP PASSING/LEFT,Male,White,Unknown,36,,,JENKINS,AVE,,W,LINN,ST,,White,Male,36,0,
6/17/2023,659681,Traffic,32-502,IMP EQUIP/CARS,Male,White,Non Hispanic,47,,,LINDALE,AVE,,,OAKWOOD,DR,,White,Male,36,0,
10/20/2023,W278733,Warning,32-410,IMP REGISTRATION,Male,White,Non Hispanic,37,,,REED,AVE,,E,MAIN,ST,,White,Male,37,0,
12/25/2023,660972,Traffic,32-409,DR W/O LICENSE,Male,White,Unknown,29,,W,MAIN,ST,,,36TH,AVE,SW,White,Male,37,0,
12/25/2023,660973,Traffic,32-410,IMP REGISTRATION,Male,White,Unknown,29,,W,MAIN,ST,,,36TH,AVE,SW,White,Male,37,0,
10/9/2023,W278730,Warning,32-410,IMP REGISTRATION,Female,White,Non Hispanic,25,,,LONE OAK,DR,,,NEWMAN,DR,,White,Male,37,0,
7/6/2023,W277531,Warning,32-710,FAIL TO STOP,Female,White,Non Hispanic,34,,,BEAUMONT,DR,,,BILOXI,DR,,White,Male,36,0,
7/6/2023,659689,Traffic,32-410,IMP REGISTRATION,Female,White,Non Hispanic,34,,,BEAUMONT,DR,,,BILOXI,DR,,White,Male,36,0,
11/10/2023,E0103594,Warning,32-901,EXC SPEEDING,Female,White,Non Hispanic,28,,,ALAMEDA,ST,,,RANCHO,DR,,White,Male,35,5,
10/12/2023,E0103543,Warning,32-439,FAIL TO SIGNAL,Female,White,,28,,E,CONSTITUTION,ST,,,CLASSEN,BLVD,,White,Male,35,4,
10/12/2023,E0103545,Warning,32-442,NO INSURANCE VERIF,Female,White,,28,,E,CONSTITUTION,ST,,,CLASSEN,BLVD,,White,Male,35,4,
10/12/2023,E0103544,Warning,32-1009,DIS TRAF SIG/RED,Female,White,,28,,E,CONSTITUTION,ST,,,CLASSEN,BLVD,,White,Male,35,4,
6/10/2023,E0103506,Traffic,32-409C2,DUS,Male,White,Non Hispanic,27,,,CLASSEN,BLVD,,,12TH,AVE,SE,White,Male,35,4,
6/10/2023,E0103507,Warning,32-502,IMP EQUIP/CARS,Male,White,Non Hispanic,27,,,CLASSEN,BLVD,,,12TH,AVE,SE,White,Male,35,4,
12/1/2023,E0103626,Warning,32-710,FAIL TO STOP,Female,White,,44,,E,ROBINSON,ST,,,12TH,AVE,NE,White,Male,35,5,
12/1/2023,E0103625,Warning,32-502,IMP EQUIP/CARS,Female,White,,44,,E,ROBINSON,ST,,,12TH,AVE,NE,White,Male,35,5,
10/27/2023,E0103576,Warning,32-409C2,DUS,Female,Black,,24,,,CLASSEN,BLVD,,E,CONSTITUTION,ST,,White,Male,35,4,
10/27/2023,E0103574,Warning,32-901,EXC SPEEDING,Female,Black,,24,,,CLASSEN,BLVD,,E,CONSTITUTION,ST,,White,Male,35,4,
10/27/2023,E0103575,Warning,32-410,IMP REGISTRATION,Female,Black,,24,,,CLASSEN,BLVD,,E,CONSTITUTION,ST,,White,Male,35,4,
10/20/2023,E0103559,Traffic,32-410,IMP REGISTRATION,Male,White,Non Hispanic,25,,W,LINDSEY,ST,,,ELM,AVE,,White,Male,35,4,
11/11/2023,E0103596,Warning,32-410,IMP REGISTRATION,Male,White,,25,,,24TH,AVE,SE,,ALAMEDA,ST,,White,Male,35,5,
1/8/2023,E0099887,Warning,M20-1002,SPEEDING,,,,21,,W,LINDSEY,ST,,,JENKINS,AVE,,White,Male,35,4,
6/4/2023,E0099994,Traffic,32-901,EXC SPEEDING,Female,White,,24,,E,LINDSEY,ST,,,BILOXI,DR,,White,Male,35,4,
4/28/2023,E0099970,Traffic,32-1009,DIS TRAF SIG/RED,,,,24,,,12TH,AVE,SE,E,LINDSEY,ST,,White,Male,35,4,
5/25/2023,E0099981,Warning,32-901,EXC SPEEDING,Male,Black,Non Hispanic,24,,E,MAIN,ST,,N,PORTER,AVE,,White,Male,35,4,
5/25/2023,E0099980,Traffic,32-439,FAIL TO SIGNAL,Male,Black,Non Hispanic,24,,E,MAIN,ST,,N,PORTER,AVE,,White,Male,35,4,
1/8/2023,E0099881,Warning,M20-1002,SPEEDING,Male,Unknown,Non Hispanic,24,,,12TH,AVE,SE,,BEAUMONT,ST,,White,Male,35,4,
1/8/2023,E0099882,Warning,M20-510,IMP REGISTRATION,Male,Unknown,Non Hispanic,24,,,12TH,AVE,SE,,BEAUMONT,ST,,White,Male,35,4,
4/15/2023,E0099934,Warning,32-420,IMP LANE USE,Female,Black,Unknown,30,,,12TH,AVE,SE,E,BOYD,ST,,White,Male,35,4,
1/28/2023,E0099907,Warning,M20-540,FAIL TO SIGNAL,Male,Unknown,,29,,E,BOYD,ST,,,JENKINS,AVE,,White,Male,35,4,
1/28/2023,E0099906,Warning,M20-520,IMP LANE USE,Male,Unknown,,29,,E,BOYD,ST,,,JENKINS,AVE,,White,Male,35,4,
2/17/2023,E0098747,Warning,M20-1001,EXC SPEEDING,,,,46,1700,W,TECUMSEH,RD,,,,,,White,Male,37,9,Unknown
8/24/2023,E0098866,Warning,32-402A1,INATTENTIVE DRIVING,Male,White,Unknown,45,9600,E,STATE HWY 9,HWY,,,,,,White,Male,38,9,Unknown
3/22/2023,E0098786,Warning,M20-543,NO INSURANCE VERIF,Male,White,Non Hispanic,59,6800,E,STATE HWY 9,HWY,,,,,,White,Male,37,9,Unknown
3/22/2023,E0098785,Traffic,M20-1001,EXC SPEEDING,Male,White,Non Hispanic,59,6800,E,STATE HWY 9,HWY,,,,,,White,Male,37,9,Unknown
2/5/2023,E0098727,Warning,M20-1001,EXC SPEEDING,,,,59,,W,STATE HWY 9,HWY,,S,BERRY,RD,,White,Male,37,9,Unknown
11/17/2023,E0098944,Traffic,32-901,EXC SPEEDING,Male,Black,,46,6900,E,STATE HWY 9,HWY,,,,,,White,Male,38,10,Unknown
11/17/2023,E0098945,Traffic,32-442,NO INSURANCE VERIF,Male,Black,,46,6900,E,STATE HWY 9,HWY,,,,,,White,Male,38,10,Unknown
2/20/2023,E0098748,Warning,M20-1001,EXC SPEEDING,,,,58,8800,E,STATE HWY 9,HWY,,,,,,White,Male,37,9,Unknown
10/12/2023,E0098908,Warning,32-901,EXC SPEEDING,,,,58,6900,E,STATE HWY 9,HWY,,,,,,White,Male,38,10,Unknown
2/21/2023,E0098750,Warning,M20-1001,EXC SPEEDING,,,,40,,E,STATE HWY 9,HWY,,,JUANITA,LN,,White,Male,37,9,Unknown
1/18/2023,E0098711,Traffic,M20-1002,SPEEDING,Male,White,,55,9100,E,STATE HWY 9,HWY,,,,,,White,Male,37,9,Unknown
1/18/2023,E0098712,Warning,M20-543,NO INSURANCE VERIF,Male,White,,55,9100,E,STATE HWY 9,HWY,,,,,,White,Male,37,9,Unknown
9/15/2023,E0098885,Traffic,32-901,EXC SPEEDING,Male,White,,55,6900,E,STATE HWY 9,HWY,,,,,,White,Male,38,9,Unknown
9/19/2023,E0098893,Warning,32-901,EXC SPEEDING,,,,55,6900,E,STATE HWY 9,HWY,,,,,,White,Male,38,9,Unknown
3/2/2023,E0098763,Warning,M20-1001,EXC SPEEDING,Male,White,Unknown,53,3900,E,STATE HWY 9,HWY,,,,,,White,Male,37,9,Unknown
4/12/2023,E0098804,Warning,32-1003B,DIS TRAF CONT DEV,Male,White,,59,15400,E,STATE HWY 9,HWY,,,,,,White,Male,37,9,Unknown
4/12/2023,E0098805,Warning,32-402A1,INATTENTIVE DRIVING,Male,White,,59,15400,E,STATE HWY 9,HWY,,,,,,White,Male,37,9,Unknown
7/22/2023,E0098861,Traffic,32-441,ATTEMPT TO ELUDE PO,Male,White,Non Hispanic,54,,E,STATE HWY 9,HWY,,,SHORELINE,DR,,White,Male,38,9,Unknown
7/22/2023,E0098859,Traffic,32-409C2,DUS,Male,White,Non Hispanic,54,,E,STATE HWY 9,HWY,,,SHORELINE,DR,,White,Male,38,9,Unknown
7/22/2023,E0098860,Traffic,32-902,SPEEDING,Male,White,Non Hispanic,54,,E,STATE HWY 9,HWY,,,SHORELINE,DR,,White,Male,38,9,Unknown
4/10/2023,E0098799,Warning,32-901,EXC SPEEDING,Male,White,Non Hispanic,55,,E,STATE HWY 9,HWY,,,JUANITA,LN,,White,Male,37,9,Unknown
4/6/2023,E0098795,Traffic,32-901,EXC SPEEDING,Male,Unknown,,41,,,120TH,AVE,NE,,HICKORY,RD,,White,Male,37,9,Unknown
7/24/2023,P145046,Warning,32-705L,SIDEWALK,Unknown,Unknown,Unknown,43,,,3832 MANDERLY CT,,,,,,,White,Female,59,3,
8/1/2023,P145106,Parking,32-716,NO VALID TAG,Unknown,Unknown,Unknown,43,100,,PAGE,ST,,,,,,White,Female,59,3,
7/27/2023,P145071,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,324,S,SANTA FE,AVE,,,,,,White,Female,59,3,
7/26/2023,P145059,Parking,32-716,NO VALID TAG,Unknown,Unknown,Unknown,43,131,E,MAIN,ST,,,,,,White,Female,59,3,
8/3/2023,P145139,Parking,32-716,NO VALID TAG,Unknown,Unknown,Unknown,43,300,,STINSON,ST,,,,,,White,Female,59,3,
8/1/2023,P145110,Parking,32-716,NO VALID TAG,Unknown,Unknown,Unknown,43,100,S,JAMES GARNER,AVE,,,,,,White,Female,59,3,
8/4/2023,P145149,Parking,32-707A17,SIGN: NO PARKING ANY TIME,Unknown,Unknown,Unknown,43,200,,STINSON,ST,,,,,,White,Female,59,3,
8/4/2023,P145151,Parking,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,1913,,LAKEHURST,DR,,,,,,White,Female,59,3,
8/7/2023,P145162,Parking,32-716,NO VALID TAG,Unknown,Unknown,Unknown,43,200,,STINSON,ST,,,,,,White,Female,59,3,
8/2/2023,P145115,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,430,,KEITH,ST,,,,,,White,Female,59,3,
8/24/2023,P145378,Parking,32-706B,15 FT OF FIRE HYDRANT,Unknown,Unknown,Unknown,43,128,,PAGE,ST,,,,,,White,Female,59,3,
12/21/2023,P150440,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,4200,,OSPREY,DR,,,,,,White,Female,60,4,
8/1/2023,P145099,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,1700,,BEDFORD,LN,,,,,,White,Female,59,3,
7/26/2023,P145060,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,708,N,UNIVERSITY,BLVD,,,,,,White,Female,59,3,
12/19/2023,P150408,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,1520,,HOLLYWOOD,AVE,,,,,,White,Female,60,4,
12/21/2023,P150438,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,4410,,HAWK OWL,DR,,,,,,White,Female,60,4,
12/28/2023,P150479,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,3200,,COVE HOLLOW,CT,,,,,,White,Female,60,4,
12/29/2023,P150489,Warning,32-707(1),OVER 24 HOURS,Unknown,Unknown,Unknown,43,1402,,SOUTHERN HEIGHTS,AVE,,,,,,White,Female,60,4,
7/24/2023,P145045,Warning,32-705L,SIDEWALK,Unknown,Unknown,Unknown,43,3832,,MANDERLY,PL,,,,,,White,Female,59,3,
5/12/2023,P143216,Warning,32-707A15,SIGN: COMMERCIAL LOADING ZONE,Unknown,Unknown,Unknown,43,700,,ASP,AVE,,,,,,White,Female,59,3,
3/24/2023,P141639,Warning,20-807(9),PUBLIC PROPERTY,Unknown,Unknown,Unknown,43,100,S,JAMES GARNER,AVE,,,,,,White,Female,59,3,
5/26/2023,P144065,Warning,32-705G,AGAINST TRAFFIC / REVERSE PARK VIOL,Unknown,Unknown,Unknown,43,500,S,SANTA FE,AVE,,,,,,White,Female,59,3,
7/6/2023,659688,Traffic,32-442,NO INSURANCE VERIF,Female,White,Non Hispanic,34,,,BEAUMONT,DR,,,BILOXI,DR,,White,Male,36,0,
6/24/2023,W277528,Warning,32-409C2,DUS,Male,Black,Unknown,24,,,BILOXI,DR,,,BEAUMONT,DR,,White,Male,36,0,
6/24/2023,659686,Traffic,32-710,FAIL TO STOP,Male,Black,Unknown,24,,,BILOXI,DR,,,BEAUMONT,DR,,White,Male,36,0,
9/23/2023,660532,Traffic,32-442,NO INSURANCE VERIF,Female,Black,Unknown,33,,E,BOYD,ST,,,CLASSEN,BLVD,,White,Male,37,0,
9/23/2023,660531,Traffic,32-410,IMP REGISTRATION,Female,Black,Unknown,33,,E,BOYD,ST,,,CLASSEN,BLVD,,White,Male,37,0,
10/6/2023,W278726,Warning,32-502,IMP EQUIP/CARS,Male,White,Unknown,28,,,48TH,AVE,NW,,FOUNTAIN VIEW,DR,,White,Male,37,0,
10/6/2023,660537,Traffic,32-410,IMP REGISTRATION,Male,White,Unknown,28,,,FOUNTAIN VIEW,DR,,,48TH,AVE,NW,White,Male,37,0,
8/3/2023,W277541,Warning,32-502,IMP EQUIP/CARS,Male,White,Non Hispanic,33,,W,LINDSEY,ST,,,WYLIE,RD,,White,Male,36,0,
8/3/2023,659951,Traffic,32-442,NO INSURANCE VERIF,Male,White,Non Hispanic,33,,W,LINDSEY,ST,,,WYLIE,RD,,White,Male,36,0,
8/31/2023,656243,Traffic,32-409,DR W/O LICENSE,Female,Other,Hispanic,23,,W,FRANKLIN,RD,,,12TH,AVE,NW,White,Male,36,0,
12/30/2023,660975,Traffic,32-901,EXC SPEEDING,,,,30,,,60TH,AVE,NW,W,TECUMSEH,RD,,White,Male,37,0,
12/30/2023,660974,Traffic,32-442,NO INSURANCE VERIF,,,,30,,,60TH,AVE,NW,W,TECUMSEH,RD,,White,Male,37,0,
8/31/2023,656244,Traffic,32-901,EXC SPEEDING,Female,Other,Hispanic,23,,W,FRANKLIN,RD,,,12TH,AVE,NW,White,Male,36,0,
8/12/2023,658007,Traffic,32-1002,DISPLAY/UNAUTH DEV,Female,White,Unknown,23,,E,MAIN,ST,,,12TH,AVE,NE,White,Male,36,0,
9/21/2023,656247,Traffic,32-710,FAIL TO STOP,Female,White,,29,,N,WEBSTER,AVE,,W,DAWS,ST,,White,Male,37,0,
11/27/2023,W278742,Warning,32-1009,DIS TRAF SIG/RED,Male,White,,21,,W,BOYD,ST,,,ASP,AVE,,White,Male,37,0,
12/11/2023,W278748,Warning,32-402A,FAIL DEV TIME/ATTEN,Female,Black,,28,,,12TH,AVE,SE,E,BOYD,ST,,White,Male,37,0,
6/24/2023,W277527,Warning,32-442,NO INSURANCE VERIF,Male,White,Unknown,21,,,BEAUMONT,ST,,,RICHMOND,DR,,White,Male,36,0,
11/26/2023,660680,Traffic,32-901,EXC SPEEDING,Male,White,Hispanic,24,,E,ROCK CREEK,RD,,,WILDWOOD,LN,,White,Male,37,0,
11/26/2023,660679,Traffic,32-409,DR W/O LICENSE,Male,White,,25,,,12TH,AVE,NE,E,FRANKLIN,RD,,White,Male,37,0,
11/26/2023,W278740,Warning,32-901,EXC SPEEDING,Male,White,,25,,,12TH,AVE,NE,E,FRANKLIN,RD,,White,Male,37,0,
11/26/2023,W278741,Warning,32-410,IMP REGISTRATION,Male,White,,25,,,12TH,AVE,NE,E,FRANKLIN,RD,,White,Male,37,0,
9/13/2023,656246,Traffic,32-402A,FAIL DEV TIME/ATTEN,Female,White,Unknown,21,,W,LINDSEY,ST,,,COLLEGE,AVE,,White,Male,37,0,
10/20/2023,E0103568,Traffic,32-901,EXC SPEEDING,Male,Other,Hispanic,31,,,24TH,AVE,SW,W,BOYD,ST,,White,Male,35,4,
10/20/2023,E0103569,Traffic,32-409,DR W/O LICENSE,Male,Other,Hispanic,31,,,24TH,AVE,SW,W,BOYD,ST,,White,Male,35,4,
10/13/2023,E0103558,Warning,32-710,FAIL TO STOP,Male,White,,24,,,BEAUMONT,DR,,,BILOXI,DR,,White,Male,35,4,
4/15/2023,E0099931,Warning,32-901,EXC SPEEDING,Male,Unknown,,32,,,JENKINS,AVE,,W,DUFFY,ST,,White,Male,35,4,
4/15/2023,E0099932,Warning,32-710,FAIL TO STOP,Male,Unknown,,32,,,JENKINS,AVE,,W,DUFFY,ST,,White,Male,35,4,
5/28/2023,E0099987,Warning,32-502,IMP EQUIP/CARS,Female,White,Unknown,38,,,VICKSBURG,AVE,,,ALAMEDA,ST,,White,Male,35,4,
10/11/2023,E0103542,Warning,32-502,IMP EQUIP/CARS,Female,White,Non Hispanic,44,,,ALAMEDA,ST,,,24TH,AVE,NE,White,Male,35,4,
4/28/2023,E0099971,Warning,32-710,FAIL TO STOP,Male,White,Non Hispanic,37,,,JENKINS,AVE,,W,DUFFY,ST,,White,Male,35,4,
1/13/2023,E0099895,Warning,M20-602,IMP EQUIP/CARS,Female,White,Non Hispanic,36,,E,LINDSEY,ST,,,JENKINS,AVE,,White,Male,35,4,
1/13/2023,E0099894,Warning,M20-1002,SPEEDING,Female,White,Non Hispanic,36,,E,LINDSEY,ST,,,JENKINS,AVE,,White,Male,35,4,
7/29/2023,E0103520,Warning,32-420,IMP LANE USE,,,,47,,E,LINDSEY,ST,,,24TH,AVE,SE,White,Male,35,4,
1/21/2023,E0099901,Warning,M20-1110,DIS TRAF SIG/YELLOW,,,,27,,,ASP,AVE,,W,BOYD,ST,,White,Male,35,4,
10/20/2023,E0103560,Warning,32-901,EXC SPEEDING,,,,22,,,ALAMEDA,ST,,S,FINDLAY,AVE,,White,Male,35,4,
4/15/2023,E0099939,Warning,32-410,IMP REGISTRATION,Male,White,,44,,E,ROBINSON,ST,,N,PORTER,AVE,,White,Male,35,4,
4/9/2023,E0063977,Warning,32-502,IMP EQUIP/CARS,Male,Black,Non Hispanic,24,,,12TH,AVE,NE,E,ROBINSON,ST,,White,Male,35,4,
4/9/2023,E0063976,Warning,32-901,EXC SPEEDING,Male,Black,Non Hispanic,24,,,12TH,AVE,NE,E,ROBINSON,ST,,White,Male,35,4,
6/1/2023,E0099990,Warning,32-502,IMP EQUIP/CARS,Male,White,Non Hispanic,30,,,CLASSEN,BLVD,,,MACY,ST,,White,Male,35,4,
9/30/2023,E0103538,Warning,32-502,IMP EQUIP/CARS,Female,White,,32,,E,STATE HWY 9,HWY,,,SHORELINE,DR,,White,Male,35,4,
6/10/2023,E0103513,Warning,32-901,EXC SPEEDING,,,,40,,,12TH,AVE,NE,,MORREN,DR,,White,Male,35,4,
1/8/2023,E0099885,Warning,M20-543,NO INSURANCE VERIF,Male,White,Unknown,23,,,E STATE HWY 9 HWY / CLASSEN BLVD,,,,,,,White,Male,35,4,
1/8/2023,E0099884,Warning,M20-510,IMP REGISTRATION,Male,White,Unknown,23,,,E STATE HWY 9 HWY / CLASSEN BLVD,,,,,,,White,Male,35,4,
1/8/2023,E0099883,Warning,M20-1002,SPEEDING,Male,White,Unknown,23,,,E STATE HWY 9 HWY / CLASSEN BLVD,,,,,,,White,Male,35,4,
12/5/2023,E0103634,Warning,32-435,IMP RIGHT TURN,Male,White,,24,,E,ACRES,ST,,N,PORTER,AVE,,White,Male,35,5,
12/4/2023,W278744,Warning,32-1009,DIS TRAF SIG/RED,Male,Unknown,,21,,E,DUFFY,ST,,,JENKINS,AVE,,White,Male,37,0,
10/7/2023,W278727,Warning,32-410,IMP REGISTRATION,Female,White,Non Hispanic,21,,E,EUFAULA,ST,,S,PETERS,AVE,,White,Male,37,0,
8/8/2023,W277544,Warning,32-901,EXC SPEEDING,Male,White,Hispanic,21,,,48TH,AVE,NE,E,ROBINSON,ST,,White,Male,36,0,
9/29/2023,660535,Traffic,32-902,SPEEDING,Male,White,Unknown,21,7201,,ETOWAH,RD,,,,,,White,Male,37,0,
7/27/2023,659695,Traffic,32-710,FAIL TO STOP,Female,White,Non Hispanic,57,,,TWISTED OAK,DR,,,OAKHURST,AVE,,White,Male,36,0,
10/8/2023,W278728,Warning,32-402A,FAIL DEV TIME/ATTEN,Male,White,Unknown,71,3713,W,ROBINSON,ST,,,,,,White,Male,37,0,
11/11/2023,660676,Traffic,32-901,EXC SPEEDING,Male,White,Non Hispanic,59,,N,PORTER,AVE,,E,FRANKLIN,RD,,White,Male,37,0,
7/21/2023,W277536,Warning,32-705L,SIDEWALK,Male,White,,42,4017,,GLOUCESTER,LN,,,,,,White,Male,36,0,
8/19/2023,W277547,Warning,32-710,FAIL TO STOP,Male,White,,42,,W,INDIAN HILLS,RD,,,12TH,AVE,NW,White,Male,36,0,
8/9/2023,659953,Traffic,32-420,IMP LANE USE,Female,White,Hispanic,51,,W,LINDSEY,ST,,,MCGEE,DR,,White,Male,36,0,
8/9/2023,659954,Traffic,32-409,DR W/O LICENSE,Female,White,Hispanic,51,,W,LINDSEY,ST,,,MCGEE,DR,,White,Male,36,0,
6/23/2023,W277526,Warning,32-402A,FAIL DEV TIME/ATTEN,Male,White,Non Hispanic,65,,,CLASSEN,BLVD,,E,CEDAR LANE,RD,,White,Male,36,0,
8/18/2023,659960,Traffic,32-409C2,DUS,Male,Black,Non Hispanic,32,,E,BOYD,ST,,,12TH,AVE,SE,White,Male,36,0,
8/18/2023,W277546,Warning,32-901,EXC SPEEDING,Male,Black,Non Hispanic,32,,E,BOYD,ST,,,12TH,AVE,SE,White,Male,36,0,
7/5/2023,659687,Traffic,32-710,FAIL TO STOP,Female,White,Unknown,49,,,BEAUMONT,ST,,,BILOXI,DR,,White,Male,36,0,
8/8/2023,W277543,Warning,32-420,IMP LANE USE,Female,Black,Non Hispanic,30,,W,DAWS,ST,,N,FLOOD,AVE,,White,Male,36,0,
8/10/2023,659955,Traffic,32-901,EXC SPEEDING,Male,White,Non Hispanic,31,,E,STATE HWY 9,HWY,,,48TH,AVE,SE,White,Male,36,0,
9/21/2023,656249,Traffic,32-1009,DIS TRAF SIG/RED,Male,Other,Hispanic,43,,W,ACRES,ST,,N,FLOOD,AVE,,White,Male,37,0,
8/17/2023,659959,Parking,32-714,NEGLIGENT PARKING,Male,White,Non Hispanic,32,,N,PETERS,AVE,,E,ACRES,ST,,White,Male,36,0,
8/11/2023,659957,Traffic,32-408,FOLLOWING TOO CLOSE,Female,White,Unknown,32,,W,ROBINSON,ST,,,HIGHLAND,PKWY,,White,Male,36,0,
