AccidentDatetime,CaseNumber,ORI,HouseNumber,StreetPrefix,StreetPreType,StreetName,StreetType,StreetSuffix,XStreetPrefix,XStreetPreType,XStreetName,XStreetType,XStreetSuffix,UnitNumber,UnitType,DriverPedCondition,ChemicalTest,ContributingFactors
4/13/2023,2023-00023621,OK0140200,,,,12TH,AVE,NE,,,GRIFFIN,DR,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
4/13/2023,2023-00023626,OK0140200,,N,,INTERSTATE,DR,,,,PHEASANT RUN,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/13/2023,2023-00023626,OK0140200,,N,,INTERSTATE,DR,,,,PHEASANT RUN,RD,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
4/13/2023,2023-00023639,OK0140200,,W,,TECUMSEH,RD,,,,36TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/13/2023,2023-00023639,OK0140200,,W,,TECUMSEH,RD,,,,36TH,AVE,NW,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
4/13/2023,2023-00023646,OK0140200,,E,,BOYD,ST,,,,TROUT,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/13/2023,2023-00023646,OK0140200,,E,,BOYD,ST,,,,TROUT,AVE,,1,D - Driver,Apparently Normal,None Given,Private Drive
4/13/2023,2023-00023652,OK0140200,,,,36TH,AVE,NW,,,MARKET,PL,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/13/2023,2023-00023652,OK0140200,,,,36TH,AVE,NW,,,MARKET,PL,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
4/13/2023,2023-00023659,OK0140200,2900,,,CHAUTAUQUA,AVE,,,,,,,1,D - Driver,Drinking - Ability Impaired,None Given,From Direct Course
4/13/2023,2023-00023661,OK0140200,,W,,STATE HWY 9,HWY,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/13/2023,2023-00023661,OK0140200,,W,,STATE HWY 9,HWY,,,,24TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
4/13/2023,2023-00023687,OK0140200,,,,MORREN,DR,,,,12TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/13/2023,2023-00023687,OK0140200,,,,MORREN,DR,,,,12TH,AVE,NE,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
4/14/2023,2023-00023771,OK0140200,,,,12TH,AVE,NW,W,,ROCK CREEK,RD,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
4/14/2023,2023-00023771,OK0140200,,,,12TH,AVE,NW,W,,ROCK CREEK,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/14/2023,2023-00023780,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/14/2023,2023-00023780,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/14/2023,2023-00023787,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
4/14/2023,2023-00023787,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/13/2023,2023-00023827,OK0140200,,,,PRIVATE PROPERTY / 3571 W ROCK CREEK RD,,,,,,,,2,C - Parked Car,Not Applicable,None Given,Incident Report
4/13/2023,2023-00023827,OK0140200,,,,PRIVATE PROPERTY / 3571 W ROCK CREEK RD,,,,,,,,1,D - Driver,Unknown,None Given,Incident Report
4/14/2023,2023-00023881,OK0140200,,,,ED NOBLE,PKWY,,,,NORMAN CENTER,CT,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
4/14/2023,2023-00023881,OK0140200,,,,ED NOBLE,PKWY,,,,NORMAN CENTER,CT,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/14/2023,2023-00023961,OK0140200,,,,BEVERLY HILLS,ST,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/14/2023,2023-00023961,OK0140200,,,,BEVERLY HILLS,ST,,,,24TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
4/15/2023,2023-00024115,OK0140200,,,,I35 NB / I35 NB MM 106,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/15/2023,2023-00024115,OK0140200,,,,I35 NB / I35 NB MM 106,,,,,,,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/15/2023,2023-00024185,OK0140200,,E,,LINDSEY,ST,,,,DELAWARE,LN,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/15/2023,2023-00024185,OK0140200,,E,,LINDSEY,ST,,,,DELAWARE,LN,,1,D - Driver,Apparently Normal,None Given,Inattention Other
4/15/2023,2023-00024205,OK0140200,,,,ED NOBLE,PKWY,,W,,LINDSEY,ST,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
4/17/2023,2023-00024303,OK0140200,,,,PHEASANT RUN,RD,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/17/2023,2023-00024303,OK0140200,,,,PHEASANT RUN,RD,,N,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,Improper Backing
4/16/2023,2023-00024353,OK0140200,,W,,STATE HWY 9,HWY,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/16/2023,2023-00024353,OK0140200,,W,,STATE HWY 9,HWY,,,,24TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
4/16/2023,2023-00024389,OK0140200,,,,N PORTER AVE / E INDIAN HILLS,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/16/2023,2023-00024389,OK0140200,,,,N PORTER AVE / E INDIAN HILLS,,,,,,,,1,D - Driver,Apparently Normal,None Given,Distracted by Passenger in Vehicle
4/16/2023,2023-00024407,OK0140200,,,,CLASSEN,BLVD,,,,DRAKE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/16/2023,2023-00024407,OK0140200,,,,CLASSEN,BLVD,,,,DRAKE,DR,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
4/17/2023,2023-00024463,OK0140200,,,,WATERLEAF,DR,,,,DAYFLOWER,LN,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
4/17/2023,2023-00024463,OK0140200,,,,WATERLEAF,DR,,,,DAYFLOWER,LN,,2,D - Driver,Not Applicable,Not Applicable,No Improper Action by Driver
4/17/2023,2023-00024541,OK0140200,,E,,LINDSEY,ST,,,,LINCOLN,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/17/2023,2023-00024541,OK0140200,,E,,LINDSEY,ST,,,,LINCOLN,AVE,,1,D - Driver,Apparently Normal,None Given,Failed to Stop Other
4/17/2023,2023-00024556,OK0140200,,W,,ROBINSON,ST,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/17/2023,2023-00024556,OK0140200,,W,,ROBINSON,ST,,N,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
4/17/2023,2023-00024606,OK0140200,,,,PRIVATE PROPERTY / 2166 24TH AVE NW,,,,,,,,1,D - Driver,Other,None Given,Incident Report
4/17/2023,2023-00024626,OK0140200,,E,,BOYD,ST,,,,MELISA,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/17/2023,2023-00024626,OK0140200,,E,,BOYD,ST,,,,MELISA,DR,,1,D - Driver,Apparently Normal,None Given,Inattention Other
4/17/2023,2023-00024638,OK0140200,,,,PRIVATE PROPERTY / 400 24TH AVE NW,,,,,,,,2,C - Parked Car,Not Applicable,Not Applicable,No Improper Action by Driver
4/17/2023,2023-00024638,OK0140200,,,,PRIVATE PROPERTY / 400 24TH AVE NW,,,,,,,,1,D - Driver,Apparently Normal,None Given,Improper Backing
4/18/2023,2023-00024741,OK0140200,,,,CHAUTAUQUA,AVE,,W,,STATE HWY 9,HWY,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/18/2023,2023-00024741,OK0140200,,,,CHAUTAUQUA,AVE,,W,,STATE HWY 9,HWY,,1,D - Driver,Apparently Normal,None Given,Human Element
4/18/2023,2023-00024742,OK0140200,,N,,FLOOD,AVE,,W,,TECUMSEH,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/18/2023,2023-00024742,OK0140200,,N,,FLOOD,AVE,,W,,TECUMSEH,RD,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
4/18/2023,2023-00024851,OK0140200,,W,,IMHOFF,RD,,,,WALNUT,RD,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
4/18/2023,2023-00024851,OK0140200,,W,,IMHOFF,RD,,,,WALNUT,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/18/2023,2023-00024922,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,4,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/18/2023,2023-00024922,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,1,D - Driver,Apparently Normal,None Given,Steering
4/18/2023,2023-00024922,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/18/2023,2023-00024922,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/18/2023,2023-00024929,OK0140200,,,,12TH,AVE,NE,,,ALAMEDA,ST,,1,D - Driver,Apparently Normal,None Given,Left
4/18/2023,2023-00024929,OK0140200,,,,12TH,AVE,NE,,,ALAMEDA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/18/2023,2023-00024933,OK0140200,,,,CLASSEN,BLVD,,,,RENAISSANCE,DR,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/18/2023,2023-00024933,OK0140200,,,,CLASSEN,BLVD,,,,RENAISSANCE,DR,,2,D - Driver,Apparently Normal,None Given,From Stop Sign
4/18/2023,2023-00024933,OK0140200,,,,CLASSEN,BLVD,,,,RENAISSANCE,DR,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
4/19/2023,2023-00025106,OK0140200,,N,,FLOOD,AVE,,W,,TECUMSEH,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/19/2023,2023-00025106,OK0140200,,N,,FLOOD,AVE,,W,,TECUMSEH,RD,,1,D - Driver,Apparently Normal,None Given,Private Drive
4/19/2023,2023-00025146,OK0140200,,,,CLASSEN,BLVD,,E,,BROOKS,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/19/2023,2023-00025146,OK0140200,,,,CLASSEN,BLVD,,E,,BROOKS,ST,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
4/19/2023,2023-00025166,OK0140200,,,,24TH,AVE,SW,,,WILCOX,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/19/2023,2023-00025166,OK0140200,,,,24TH,AVE,SW,,,WILCOX,DR,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
4/19/2023,2023-00025191,OK0140200,,,,48TH,AVE,NW,W,,FRANKLIN,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/19/2023,2023-00025191,OK0140200,,,,48TH,AVE,NW,W,,FRANKLIN,RD,,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
4/19/2023,2023-00025197,OK0140200,,,,24TH,AVE,SW,W,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/19/2023,2023-00025197,OK0140200,,,,24TH,AVE,SW,W,,MAIN,ST,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/19/2023,2023-00025213,OK0140200,,,,36TH,AVE,NW,,,PIONEER,ST,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/19/2023,2023-00025213,OK0140200,,,,36TH,AVE,NW,,,PIONEER,ST,NW,1,D - Driver,Unknown,None Given,Left of Center Other
4/20/2023,2023-00025279,OK0140200,,,,60TH,AVE,NE,E,,ROCK CREEK,RD,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
4/20/2023,2023-00025325,OK0140200,,S,,BERRY,RD,,W,,BROOKS,ST,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
4/20/2023,2023-00025325,OK0140200,,S,,BERRY,RD,,W,,BROOKS,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/20/2023,2023-00025388,OK0140200,,W,,STATE HWY 9,HWY,,W,,IMHOFF,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/20/2023,2023-00025388,OK0140200,,W,,STATE HWY 9,HWY,,W,,IMHOFF,RD,,1,D - Driver,Apparently Normal,None Given,Inattention Other
4/20/2023,2023-00025391,OK0140200,,W,,STATE HWY 9,HWY,,W,,IMHOFF,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/20/2023,2023-00025391,OK0140200,,W,,STATE HWY 9,HWY,,W,,IMHOFF,RD,,1,D - Driver,Apparently Normal,None Given,Brakes
4/20/2023,2023-00025430,OK0140200,,W,,ROBINSON,ST,,,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/20/2023,2023-00025430,OK0140200,,W,,ROBINSON,ST,,,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,For Traffic Signal
4/20/2023,2023-00025435,OK0140200,,,,CLASSEN,BLVD,,E,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/20/2023,2023-00025435,OK0140200,,,,CLASSEN,BLVD,,E,,LINDSEY,ST,,1,D - Driver,Unknown,None Given,Changed Lanes Unsafely
4/21/2023,2023-00025549,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
4/21/2023,2023-00025549,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,Left
4/21/2023,2023-00025581,OK0140200,,W,,GRAY,ST,,N,,JAMES GARNER,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/21/2023,2023-00025581,OK0140200,,W,,GRAY,ST,,N,,JAMES GARNER,AVE,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
4/21/2023,2023-00025596,OK0140200,,W,,BOYD,ST,,S,,UNIVERSITY,BLVD,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
4/21/2023,2023-00025596,OK0140200,,W,,BOYD,ST,,S,,UNIVERSITY,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/21/2023,2023-00025673,OK0140200,,W,,LINDSEY,ST,,,,CHAUTAUQUA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/21/2023,2023-00025673,OK0140200,,W,,LINDSEY,ST,,,,CHAUTAUQUA,AVE,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
4/21/2023,2023-00025681,OK0140200,,,,I35 SB OFF RAMP 108B,RAMP,,W,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/21/2023,2023-00025681,OK0140200,,,,I35 SB OFF RAMP 108B,RAMP,,W,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Human Element
4/21/2023,2023-00025780,OK0140200,,,,ASP,AVE,,W,,BOYD,ST,,2,D - Driver,Unknown,None Given,No Improper Action by Driver
4/21/2023,2023-00025780,OK0140200,,,,ASP,AVE,,W,,BOYD,ST,,1,D - Driver,Unknown,None Given,Distraction from Outside the Vehicle
4/22/2023,2023-00025791,OK0140200,,,,LEEDS,LN,,,,WHEATLAND,DR,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
4/22/2023,2023-00025802,OK0140200,,,,ALAMEDA,ST,,,,SHILOH,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/22/2023,2023-00025802,OK0140200,,,,ALAMEDA,ST,,,,SHILOH,DR,,1,D - Driver,Apparently Normal,Not Applicable,Other Distraction Inside
4/22/2023,2023-00025806,OK0140200,,,,W LINDSEY ST / I35 SB ON RAMP,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/22/2023,2023-00025806,OK0140200,,,,W LINDSEY ST / I35 SB ON RAMP,,,,,,,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
4/22/2023,2023-00025821,OK0140200,,,,12TH,AVE,NE,,,CENTRAL,PKWY,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/22/2023,2023-00025821,OK0140200,,,,12TH,AVE,NE,,,CENTRAL,PKWY,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/22/2023,2023-00025821,OK0140200,,,,12TH,AVE,NE,,,CENTRAL,PKWY,,1,D - Driver,Apparently Normal,None Given,Inattention Other
4/22/2023,2023-00025863,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/22/2023,2023-00025863,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
4/22/2023,2023-00025872,OK0140200,,W,,STATE HWY 9,HWY,,,,24TH,AVE,SW,1,D - Driver,Apparently Normal,Not Applicable,Fail to Yield Other
4/22/2023,2023-00025872,OK0140200,,W,,STATE HWY 9,HWY,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,Not Applicable,No Improper Action by Driver
4/22/2023,2023-00025890,OK0140200,,,,CHAUTAUQUA,AVE,,,,RIDGECREST,CT,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/22/2023,2023-00025890,OK0140200,,,,CHAUTAUQUA,AVE,,,,RIDGECREST,CT,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
4/22/2023,2023-00025905,OK0140200,,,,PRIVATE PROPERTY / 800 LEXINGTON #251 ST,,,,,,,,2,C - Parked Car,Not Applicable,None Given,No Improper Action by Driver
4/22/2023,2023-00025905,OK0140200,,,,PRIVATE PROPERTY / 800 LEXINGTON #251 ST,,,,,,,,1,D - Driver,Unknown,None Given,Inattention Other
4/22/2023,2023-00025905,OK0140200,,,,PRIVATE PROPERTY / 800 LEXINGTON #251 ST,,,,,,,,3,C - Parked Car,Not Applicable,None Given,Incident Report
4/22/2023,2023-00025905,OK0140200,,,,PRIVATE PROPERTY / 800 LEXINGTON #251 ST,,,,,,,,4,C - Parked Car,Not Applicable,None Given,Incident Report
4/22/2023,2023-00025929,OK0140200,,W,,LINDSEY,ST,,,,MCGEE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/22/2023,2023-00025929,OK0140200,,W,,LINDSEY,ST,,,,MCGEE,DR,,1,D - Driver,Apparently Normal,None Given,In Front of Oncoming Traffic
4/22/2023,2023-00025948,OK0140200,,,,12TH,AVE,SE,,,CAMPUS CREST,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/22/2023,2023-00025948,OK0140200,,,,12TH,AVE,SE,,,CAMPUS CREST,DR,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
4/22/2023,2023-00025949,OK0140200,,W,,ROBINSON,ST,,N,,FLOOD,AVE,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/22/2023,2023-00025949,OK0140200,,W,,ROBINSON,ST,,N,,FLOOD,AVE,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/23/2023,2023-00025981,OK0140200,,,,24TH,AVE,SE,,,CLASSEN,BLVD,,1,D - Driver,Apparently Normal,None Given,On Curve/Turn
4/23/2023,2023-00026103,OK0140200,,W,,LINDSEY,ST,,S,,PICKARD,AVE,,2,D - Driver,Not Applicable,None Given,No Improper Action by Driver
4/23/2023,2023-00026103,OK0140200,,W,,LINDSEY,ST,,S,,PICKARD,AVE,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/23/2023,2023-00026103,OK0140200,,W,,LINDSEY,ST,,S,,PICKARD,AVE,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
4/23/2023,2023-00026114,OK0140200,,E,,ROBINSON,ST,,,,12TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/23/2023,2023-00026114,OK0140200,,E,,ROBINSON,ST,,,,12TH,AVE,NE,1,D - Driver,Apparently Normal,None Given,Left
4/24/2023,2023-00026207,OK0140200,,W,,BOYD,ST,,,,ASP,AVE,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/24/2023,2023-00026207,OK0140200,,W,,BOYD,ST,,,,ASP,AVE,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/24/2023,2023-00026274,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/24/2023,2023-00026274,OK0140200,,E,,STATE HWY 9,HWY,,,,12TH,AVE,SE,1,D - Driver,Apparently Normal,None Given,Traffic Condition
4/24/2023,2023-00026294,OK0140200,,,,N FLOOD AVE / W FRANKLIN RD,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/24/2023,2023-00026294,OK0140200,,,,N FLOOD AVE / W FRANKLIN RD,,,,,,,,1,D - Driver,Unknown,None Given,Changed Lanes Unsafely
4/24/2023,2023-00026311,OK0140200,,,,12TH,AVE,NE,,,MORREN,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/24/2023,2023-00026311,OK0140200,,,,12TH,AVE,NE,,,MORREN,DR,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
4/24/2023,2023-00026359,OK0140200,,,,156TH,AVE,SE,E,,IMHOFF,RD,,1,D - Driver,Apparently Normal,None Given,Other Distraction Inside
4/24/2023,2023-00026383,OK0140200,,E,,MAIN,ST,,N,,PORTER,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/24/2023,2023-00026383,OK0140200,,E,,MAIN,ST,,N,,PORTER,AVE,,1,D - Driver,Apparently Normal,None Given,Inattention Other
4/24/2023,2023-00026404,OK0140200,9911,E,,FRANKLIN,RD,,,,,,,1,D - Driver,Other,None Given,Inattention Other
4/25/2023,2023-00026491,OK0140200,,,,36TH,AVE,SE,E,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Tires
4/25/2023,2023-00026501,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026501,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
4/25/2023,2023-00026503,OK0140200,,,,ED NOBLE,PKWY,,,,NORMAN CENTER,CT,,1,D - Driver,Other,None Given,In Front of Oncoming Traffic
4/25/2023,2023-00026503,OK0140200,,,,ED NOBLE,PKWY,,,,NORMAN CENTER,CT,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026522,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026522,OK0140200,,,,12TH,AVE,NE,E,,MAIN,ST,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
4/25/2023,2023-00026525,OK0140200,,,,24TH,AVE,SW,W,,BROOKS,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026525,OK0140200,,,,24TH,AVE,SW,W,,BROOKS,ST,,1,D - Driver,Apparently Normal,None Given,Human Element
4/25/2023,2023-00026556,OK0140200,,,,36TH,AVE,NW,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,From Signal Light
4/25/2023,2023-00026556,OK0140200,,,,36TH,AVE,NW,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026560,OK0140200,,E,,CEDAR LANE,RD,,,,CLASSEN,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026560,OK0140200,,E,,CEDAR LANE,RD,,,,CLASSEN,BLVD,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
4/25/2023,2023-00026562,OK0140200,,W,,ROBINSON,ST,,N,,BERRY,RD,,1,D - Driver,Apparently Normal,None Given,Failed to Stop Other
4/25/2023,2023-00026562,OK0140200,,W,,ROBINSON,ST,,N,,BERRY,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026572,OK0140200,,W,,TECUMSEH,RD,,,,ASTOR,DR,,1,D - Driver,Apparently Normal,None Given,To Vehicle on Right
4/25/2023,2023-00026572,OK0140200,,W,,TECUMSEH,RD,,,,ASTOR,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026581,OK0140200,,,,STATE HWY 9,HWY,,E,,IMHOFF,RD,,1,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/25/2023,2023-00026581,OK0140200,,,,STATE HWY 9,HWY,,E,,IMHOFF,RD,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
4/25/2023,2023-00026593,OK0140200,,,,SPRINGER,DR,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026593,OK0140200,,,,SPRINGER,DR,,,,24TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
4/25/2023,2023-00026625,OK0140200,,,,WOODCREEK,DR,,,,12TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026625,OK0140200,,,,WOODCREEK,DR,,,,12TH,AVE,SE,1,D - Driver,Apparently Normal,None Given,Inattention Other
4/25/2023,2023-00026639,OK0140200,,,,MORREN,DR,,,,MONROE,CT,,2,D - Driver,Not Applicable,Not Applicable,No Improper Action by Driver
4/25/2023,2023-00026639,OK0140200,,,,MORREN,DR,,,,MONROE,CT,,1,D - Driver,Sleepy,None Given,Apparently Sleepy
4/25/2023,2023-00026647,OK0140200,,,,BUCHANAN,AVE,,,,WHITE,ST,,2,C - Parked Car,Apparently Normal,None Given,No Improper Action by Driver
4/25/2023,2023-00026647,OK0140200,,,,BUCHANAN,AVE,,,,WHITE,ST,,1,D - Driver,Unknown,None Given,Improper Backing
4/26/2023,2023-00026705,OK0140200,,N,,PORTER,AVE,,E,,RICH,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/26/2023,2023-00026705,OK0140200,,N,,PORTER,AVE,,E,,RICH,ST,,1,D - Driver,Apparently Normal,None Given,In Front of Oncoming Traffic
4/26/2023,2023-00026722,OK0140200,,,,STUBBEMAN,AVE,,,,EISENHOWER,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
4/26/2023,2023-00026722,OK0140200,,,,STUBBEMAN,AVE,,,,EISENHOWER,RD,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
4/26/2023,2023-00026739,OK0140200,,,,12TH,AVE,SE,,,MISSOURI,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
