AccidentDatetime,CaseNumber,ORI,HouseNumber,StreetPrefix,StreetPreType,StreetName,StreetType,StreetSuffix,XStreetPrefix,XStreetPreType,XStreetName,XStreetType,XStreetSuffix,UnitNumber,UnitType,DriverPedCondition,ChemicalTest,ContributingFactors
2/8/2022,2022-00006983,OK0140200,,W,,MAIN,ST,,,,26TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,Left
2/8/2022,2022-00007002,OK0140200,,,,24TH,AVE,SW,W,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/8/2022,2022-00007002,OK0140200,,,,24TH,AVE,SW,W,,MAIN,ST,,1,D - Driver,Apparently Normal,None Given,Private Drive
2/8/2022,2022-00007039,OK0140200,,,,12TH,AVE,NE,,,LAKECREST,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/8/2022,2022-00007039,OK0140200,,,,12TH,AVE,NE,,,LAKECREST,DR,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
2/8/2022,2022-00007079,OK0140200,,W,,MAIN,ST,,S,,LAHOMA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/8/2022,2022-00007079,OK0140200,,W,,MAIN,ST,,S,,LAHOMA,AVE,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
2/9/2022,2022-00007134,OK0140200,,E,,FRANKLIN,RD,,,,24TH,AVE,NE,1,D - Driver,Unknown,Blood,From Stop Sign
2/9/2022,2022-00007134,OK0140200,,E,,FRANKLIN,RD,,,,24TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/8/2022,2022-00007260,OK0140200,,,,CLASSEN,BLVD,,E,,BOYD,ST,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
2/8/2022,2022-00007260,OK0140200,,,,CLASSEN,BLVD,,E,,BOYD,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/9/2022,2022-00007277,OK0140200,,W,,STATE HWY 9,HWY,,W,,IMHOFF,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/9/2022,2022-00007277,OK0140200,,W,,STATE HWY 9,HWY,,W,,IMHOFF,RD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/9/2022,2022-00007277,OK0140200,,W,,STATE HWY 9,HWY,,W,,IMHOFF,RD,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/9/2022,2022-00007280,OK0140200,,,,ALAMEDA,ST,,S,,PONCA,AVE,,1,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/9/2022,2022-00007280,OK0140200,,,,ALAMEDA,ST,,S,,PONCA,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/9/2022,2022-00007284,OK0140200,191,,,12TH,AVE,NE,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/9/2022,2022-00007284,OK0140200,191,,,12TH,AVE,NE,,,,,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/9/2022,2022-00007288,OK0140200,,E,,STATE HWY 9,HWY,,,,JENKINS,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/9/2022,2022-00007288,OK0140200,,E,,STATE HWY 9,HWY,,,,JENKINS,AVE,,1,D - Driver,Apparently Normal,None Given,For Traffic Signal
2/9/2022,2022-00007310,OK0140200,,W,,LINDSEY,ST,,,,ELM,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/9/2022,2022-00007310,OK0140200,,W,,LINDSEY,ST,,,,ELM,AVE,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
2/10/2022,2022-00007402,OK0140200,,,,12TH,AVE,SE,,,COMMERCE,DR,,1,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/10/2022,2022-00007402,OK0140200,,,,12TH,AVE,SE,,,COMMERCE,DR,,2,D - Driver,Apparently Normal,None Given,Inattention Other
2/10/2022,2022-00007415,OK0140200,,,,PRIVATE PROPERTY / 333 INTERSTATE DR,,,,,,,,2,C - Parked Car,Not Applicable,None Given,No Improper Action by Driver
2/10/2022,2022-00007415,OK0140200,,,,PRIVATE PROPERTY / 333 INTERSTATE DR,,,,,,,,1,D - Driver,Unknown,None Given,Improper Backing
2/10/2022,2022-00007453,OK0140200,,,,JENKINS,AVE,,W,,STATE HWY 9,HWY,,1,D - Driver,Apparently Normal,None Given,From Yield Sign
2/10/2022,2022-00007453,OK0140200,,,,JENKINS,AVE,,W,,STATE HWY 9,HWY,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/10/2022,2022-00007463,OK0140200,,N,,PORTER,AVE,,E,,ROCK CREEK,RD,,1,D - Driver,Apparently Normal,None Given,Steering
2/10/2022,2022-00007463,OK0140200,,N,,PORTER,AVE,,E,,ROCK CREEK,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/10/2022,2022-00007473,OK0140200,,N,,PORTER,AVE,,E,,TONHAWA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/10/2022,2022-00007473,OK0140200,,N,,PORTER,AVE,,E,,TONHAWA,ST,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/11/2022,2022-00007677,OK0140200,,,,CLASSEN BLVD / STATE HWY 9 HWY,,,,,,,,1,D - Driver,Apparently Normal,None Given,For Traffic Signal
2/11/2022,2022-00007677,OK0140200,,,,CLASSEN BLVD / STATE HWY 9 HWY,,,,,,,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007679,OK0140200,,N,,FLOOD,AVE,,W,,FRANKLIN,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007679,OK0140200,,N,,FLOOD,AVE,,W,,FRANKLIN,RD,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/12/2022,2022-00007702,OK0140200,,W,,STATE HWY 9,HWY,,,,MCGEE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/12/2022,2022-00007702,OK0140200,,W,,STATE HWY 9,HWY,,,,MCGEE,DR,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/11/2022,2022-00007715,OK0140200,,,,24TH,AVE,NW,,,CORPORATE CENTRE,DR,,1,D - Driver,Apparently Normal,None Given,Left
2/11/2022,2022-00007715,OK0140200,,,,24TH,AVE,NW,,,CORPORATE CENTRE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007720,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007720,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
2/11/2022,2022-00007724,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007724,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,1,D - Driver,Not Applicable,None Given,Improper Act Other Unkn
2/11/2022,2022-00007727,OK0140200,,W,,MAIN,ST,,,,26TH,AVE,SW,2,D - Driver,Ill (sick),None Given,Improper Act Other Unkn
2/11/2022,2022-00007727,OK0140200,,W,,MAIN,ST,,,,26TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
2/11/2022,2022-00007730,OK0140200,,E,,BOYD,ST,,,,TROUT,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007730,OK0140200,,E,,BOYD,ST,,,,TROUT,AVE,,1,D - Driver,Apparently Normal,None Given,Improper Start from Other
2/11/2022,2022-00007732,OK0140200,,W,,LINDSEY,ST,,S,,PICKARD,AVE,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
2/11/2022,2022-00007732,OK0140200,,W,,LINDSEY,ST,,S,,PICKARD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007737,OK0140200,,,,24TH,AVE,NW,,,WESTPORT,DR,,1,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007737,OK0140200,,,,24TH,AVE,NW,,,WESTPORT,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007738,OK0140200,,,,ED NOBLE,PKWY,,,,WILLIAM PEREIRA,DR,,1,D - Driver,Apparently Normal,None Given,Turn About/U Turn
2/11/2022,2022-00007738,OK0140200,,,,ED NOBLE,PKWY,,,,WILLIAM PEREIRA,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007743,OK0140200,,E,,GRAY,ST,,N,,CRAWFORD,AVE,,2,D - Driver,Not Applicable,None Given,No Improper Action by Driver
2/11/2022,2022-00007743,OK0140200,,E,,GRAY,ST,,N,,CRAWFORD,AVE,,1,D - Driver,Emotional,None Given,Improper Backing
2/11/2022,2022-00007747,OK0140200,,S,,UNIVERSITY,BLVD,,W,,EUFAULA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007747,OK0140200,,S,,UNIVERSITY,BLVD,,W,,EUFAULA,ST,,1,D - Driver,Apparently Normal,None Given,For Stop Sign
2/11/2022,2022-00007748,OK0140200,,W,,MAIN,ST,,,,HAL MULDROW,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/11/2022,2022-00007748,OK0140200,,W,,MAIN,ST,,,,HAL MULDROW,DR,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
2/11/2022,2022-00007782,OK0140200,,N,,PORTER,AVE,,E,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,From Signal Light
2/11/2022,2022-00007782,OK0140200,,N,,PORTER,AVE,,E,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/12/2022,2022-00007874,OK0140200,,,,RIDGE LAKE,BLVD,,,,SUMMIT,BND,,1,D - Driver,Apparently Normal,None Given,From Yield Sign
2/12/2022,2022-00007874,OK0140200,,,,RIDGE LAKE,BLVD,,,,SUMMIT,BND,,2,D - Driver,Apparently Normal,Blood,No Improper Action by Driver
2/12/2022,2022-00007919,OK0140200,,,,PRIVATE PROPERTY / 110 24TH AVE NW,,,,,,,,1,D - Driver,Unknown,None Given,Incident Report
2/12/2022,2022-00007919,OK0140200,,,,PRIVATE PROPERTY / 110 24TH AVE NW,,,,,,,,2,C - Parked Car,Apparently Normal,None Given,Incident Report
2/12/2022,2022-00007928,OK0140200,,W,,LINDSEY,ST,,,,ASP,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/12/2022,2022-00007928,OK0140200,,W,,LINDSEY,ST,,,,ASP,AVE,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/12/2022,2022-00007934,OK0140200,,W,,LINDSEY,ST,,S,,FLOOD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/12/2022,2022-00007934,OK0140200,,W,,LINDSEY,ST,,S,,FLOOD,AVE,,1,D - Driver,Apparently Normal,None Given,Human Element
2/12/2022,2022-00007937,OK0140200,,E,,LINDSEY,ST,,,,CLASSEN,BLVD,,1,D - Driver,Apparently Normal,None Given,From Signal Light
2/12/2022,2022-00007937,OK0140200,,E,,LINDSEY,ST,,,,CLASSEN,BLVD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/12/2022,2022-00007956,OK0140200,,,,156TH AVE NE / E AMERICAN LEGION RD,,,,,,,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/13/2022,2022-00008000,OK0140200,,,,PRIVATE PROPERTY / 3301 W MAIN ST,,,,,,,,1,D - Driver,Drinking - Ability Impaired,Breath,Incident Report
2/12/2022,2022-00008030,OK0140200,,,,PRIVATE PROPERTY / 1111 OAK TREE,,,,,,,,2,C - Parked Car,Not Applicable,None Given,Incident Report
2/12/2022,2022-00008030,OK0140200,,,,PRIVATE PROPERTY / 1111 OAK TREE,,,,,,,,1,D - Driver,Apparently Normal,None Given,Incident Report
2/13/2022,2022-00008044,OK0140200,,W,,LINDSEY,ST,,S,,FLOOD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/13/2022,2022-00008044,OK0140200,,W,,LINDSEY,ST,,S,,FLOOD,AVE,,1,D - Driver,Apparently Normal,None Given,Distracted by Passenger in Vehicle
2/13/2022,2022-00008103,OK0140200,,,,24TH,AVE,NW,,,CRESTMONT,ST,,1,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/13/2022,2022-00008103,OK0140200,,,,24TH,AVE,NW,,,CRESTMONT,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/14/2022,2022-00008156,OK0140200,,,,48TH,AVE,NW,W,,INDIAN HILLS,RD,,1,D - Driver,Unknown,None Given,Other Distraction Inside
2/14/2022,2022-00008158,OK0140200,,,,I35 NB OFF RAMP 108B,RAMP,,W,,LINDSEY,ST,,1,B - Bicyclist,Drinking - Ability Impaired,Test Refused,Alcohol DUI/DWI
2/14/2022,2022-00008178,OK0140200,,,,36TH,AVE,NE,E,,FRANKLIN,RD,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
2/12/2022,2022-00008214,OK0140200,,N,,PETERS,AVE,,E,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Traffic Condition
2/12/2022,2022-00008214,OK0140200,,N,,PETERS,AVE,,E,,ROBINSON,ST,,2,D - Driver,Unknown,Test Refused,No Improper Action by Driver
2/14/2022,2022-00008222,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/14/2022,2022-00008222,OK0140200,,W,,ROBINSON,ST,,,,24TH,AVE,NW,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
2/14/2022,2022-00008281,OK0140200,,,,24TH,AVE,SE,,,BEAUMONT,DR,,1,D - Driver,Apparently Normal,None Given,From Stop Sign
2/14/2022,2022-00008281,OK0140200,,,,24TH,AVE,SE,,,BEAUMONT,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/14/2022,2022-00008289,OK0140200,,W,,INDIAN HILLS,RD,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/14/2022,2022-00008289,OK0140200,,W,,INDIAN HILLS,RD,,N,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,Human Element
2/14/2022,2022-00008343,OK0140200,,W,,MAIN,ST,,,,I35 SB ON RAMP 109,RAMP,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/14/2022,2022-00008343,OK0140200,,W,,MAIN,ST,,,,I35 SB ON RAMP 109,RAMP,,1,D - Driver,Apparently Normal,None Given,Human Element
2/15/2022,2022-00008403,OK0140200,,W,,LINDSEY,ST,,,,WYLIE,RD,,1,D - Driver,Apparently Normal,None Given,Traffic Condition
2/15/2022,2022-00008403,OK0140200,,W,,LINDSEY,ST,,,,WYLIE,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/15/2022,2022-00008438,OK0140200,,,,24TH,AVE,NW,,,MOUNT WILLIAMS,DR,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
2/15/2022,2022-00008438,OK0140200,,,,24TH,AVE,NW,,,MOUNT WILLIAMS,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/15/2022,2022-00008459,OK0140200,,S,,BERRY,RD,,,,CADDELL,LN,,1,D - Driver,Apparently Normal,None Given,Distraction from Outside the Vehicle
2/15/2022,2022-00008503,OK0140200,,W,,MAIN,ST,,N,,WESTCHESTER,AVE,,1,D - Driver,Dizzy/Faint,None Given,No Improper Action by Driver
2/15/2022,2022-00008551,OK0140200,,,,PRIVATE PROPERTY / 1800 N STUBBEMAN AVE,,,,,,,,2,C - Parked Car,Not Applicable,None Given,Incident Report
2/15/2022,2022-00008551,OK0140200,,,,PRIVATE PROPERTY / 1800 N STUBBEMAN AVE,,,,,,,,1,D - Driver,Apparently Normal,None Given,Incident Report
2/15/2022,2022-00008559,OK0140200,,E,,ROBINSON,ST,,N,,CRAWFORD,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/15/2022,2022-00008559,OK0140200,,E,,ROBINSON,ST,,N,,CRAWFORD,AVE,,1,D - Driver,Apparently Normal,None Given,Human Element
2/16/2022,2022-00008628,OK0140200,,W,,TECUMSEH,RD,,,,MACDONNELL,DR,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008628,OK0140200,,W,,TECUMSEH,RD,,,,MACDONNELL,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008628,OK0140200,,W,,TECUMSEH,RD,,,,MACDONNELL,DR,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/16/2022,2022-00008693,OK0140200,,N,,UNIVERSITY,BLVD,,W,,GRAY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008693,OK0140200,,N,,UNIVERSITY,BLVD,,W,,GRAY,ST,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
2/16/2022,2022-00008697,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008697,OK0140200,,W,,MAIN,ST,,,,24TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,To Vehicle in Intersection
2/16/2022,2022-00008705,OK0140200,,E,,STATE HWY 9,HWY,,,,72ND,AVE,SE,1,D - Driver,Apparently Normal,None Given,Distracted by Passenger in Vehicle
2/16/2022,2022-00008705,OK0140200,,E,,STATE HWY 9,HWY,,,,72ND,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008705,OK0140200,,E,,STATE HWY 9,HWY,,,,72ND,AVE,SE,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008718,OK0140200,,,,CLASSEN,BLVD,,,,LOIS,ST,,1,D - Driver,Emotional,None Given,Fail to Yield Other
2/16/2022,2022-00008718,OK0140200,,,,CLASSEN,BLVD,,,,LOIS,ST,,2,D - Driver,Emotional,None Given,No Improper Action by Driver
2/16/2022,2022-00008725,OK0140200,,,,168TH,AVE,NE,E,,ROCK CREEK,RD,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008725,OK0140200,,,,168TH,AVE,NE,E,,ROCK CREEK,RD,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/16/2022,2022-00008769,OK0140200,,N,,FLOOD,AVE,,W,,ROCK CREEK,RD,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
2/16/2022,2022-00008769,OK0140200,,N,,FLOOD,AVE,,W,,ROCK CREEK,RD,,3,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008769,OK0140200,,N,,FLOOD,AVE,,W,,ROCK CREEK,RD,,2,D - Driver,Apparently Normal,None Given,Improper Act Other Unkn
2/16/2022,2022-00008788,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Fail to Yield Other
2/16/2022,2022-00008788,OK0140200,,N,,FLOOD,AVE,,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008811,OK0140200,,E,,CONSTITUTION,ST,,,,OAK TREE,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008811,OK0140200,,E,,CONSTITUTION,ST,,,,OAK TREE,AVE,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/15/2022,2022-00008846,OK0140200,,,,I35 SB OFF RAMP 110B,RAMP,,W,,ROBINSON,ST,,1,D - Driver,Illegal Drugs,Test Refused,Drug - DUI
2/15/2022,2022-00008846,OK0140200,,,,I35 SB OFF RAMP 110B,RAMP,,W,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/16/2022,2022-00008899,OK0140200,,,,PRIVATE PROPERTY / 3700 W TECUMSEH RD,,,,,,,,2,C - Parked Car,Not Applicable,None Given,Incident Report
2/16/2022,2022-00008899,OK0140200,,,,PRIVATE PROPERTY / 3700 W TECUMSEH RD,,,,,,,,1,D - Driver,Unknown,None Given,Incident Report
2/17/2022,2022-00008944,OK0140200,,,,PRIVATE PROPERTY / 3499 W MAIN,,,,,,,,1,D - Driver,Unknown,None Given,Incident Report
2/17/2022,2022-00008944,OK0140200,,,,PRIVATE PROPERTY / 3499 W MAIN,,,,,,,,2,C - Parked Car,Not Applicable,None Given,Incident Report
2/17/2022,2022-00008972,OK0140200,,,,CLASSEN,BLVD,,E,,BROOKS,ST,,1,D - Driver,Apparently Normal,None Given,From Signal Light
2/17/2022,2022-00008972,OK0140200,,,,CLASSEN,BLVD,,E,,BROOKS,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/17/2022,2022-00008982,OK0140200,,,,ALAMEDA,ST,,,,60TH,AVE,SE,1,D - Driver,Apparently Normal,None Given,From Stop Sign
2/17/2022,2022-00008982,OK0140200,,,,ALAMEDA,ST,,,,60TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/17/2022,2022-00008994,OK0140200,,W,,STATE HWY 9,HWY,,,,MCGEE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/17/2022,2022-00008994,OK0140200,,W,,STATE HWY 9,HWY,,,,MCGEE,DR,,1,D - Driver,Emotional,None Given,Improper Act Other Unkn
2/17/2022,2022-00009010,OK0140200,,,,CLASSEN,BLVD,,,,SH9 EB OFF RAMP,RAMP,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/17/2022,2022-00009010,OK0140200,,,,CLASSEN,BLVD,,,,SH9 EB OFF RAMP,RAMP,,1,D - Driver,Apparently Normal,None Given,For Traffic Signal
2/18/2022,2022-00009078,OK0140200,,E,,ROBINSON,ST,,,,12TH,AVE,NE,1,D - Driver,Apparently Normal,None Given,Improper Start from Other
2/18/2022,2022-00009078,OK0140200,,E,,ROBINSON,ST,,,,12TH,AVE,NE,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/18/2022,2022-00009168,OK0140200,,W,,BOYD,ST,,,,ASP,AVE,,1,D - Driver,Apparently Normal,None Given,From Signal Light
2/18/2022,2022-00009168,OK0140200,,W,,BOYD,ST,,,,ASP,AVE,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/18/2022,2022-00009198,OK0140200,,W,,BOYD,ST,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/18/2022,2022-00009198,OK0140200,,W,,BOYD,ST,,,,24TH,AVE,SW,1,B - Bicyclist,Apparently Normal,None Given,Pedestrian Action
2/18/2022,2022-00009234,OK0140200,,W,,ROBINSON,ST,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/18/2022,2022-00009234,OK0140200,,W,,ROBINSON,ST,,N,,INTERSTATE,DR,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
2/18/2022,2022-00009236,OK0140200,,,,CLASSEN,BLVD,,,,SH9 WB ON RAMP,RAMP,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/18/2022,2022-00009236,OK0140200,,,,CLASSEN,BLVD,,,,SH9 WB ON RAMP,RAMP,,1,D - Driver,Apparently Normal,None Given,From Signal Light
2/18/2022,2022-00009244,OK0140200,,,,I35 NB OFF RAMP 108A / 24TH AVE SW,,,,,,,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
2/19/2022,2022-00009312,OK0140200,,,,CLASSEN,BLVD,,E,,BOYD,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/19/2022,2022-00009312,OK0140200,,,,CLASSEN,BLVD,,E,,BOYD,ST,,1,D - Driver,Unknown,None Given,Improper Act Other Unkn
2/19/2022,2022-00009332,OK0140200,,,,24TH,AVE,SW,W,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/19/2022,2022-00009332,OK0140200,,,,24TH,AVE,SW,W,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Right
2/19/2022,2022-00009358,OK0140200,,,,ELM,AVE,,,,HOOVER,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/19/2022,2022-00009358,OK0140200,,,,ELM,AVE,,,,HOOVER,ST,,1,D - Driver,Apparently Normal,None Given,Private Drive
2/19/2022,2022-00009372,OK0140200,,,,12TH,AVE,NE,E,,ROBINSON,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/19/2022,2022-00009372,OK0140200,,,,12TH,AVE,NE,E,,ROBINSON,ST,,1,D - Driver,Apparently Normal,None Given,Inattention Other
2/19/2022,2022-00009454,OK0140200,,W,,BOYD,ST,,,,BUCHANAN,AVE,,1,D - Driver,Apparently Normal,None Given,Right
2/19/2022,2022-00009454,OK0140200,,W,,BOYD,ST,,,,BUCHANAN,AVE,,2,C - Parked Car,Apparently Normal,None Given,Incident Report
2/19/2022,2022-00009457,OK0140200,,,,I35 SB ON RAMP 109,RAMP,,W,,MAIN,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/19/2022,2022-00009457,OK0140200,,,,I35 SB ON RAMP 109,RAMP,,W,,MAIN,ST,,1,D - Driver,Apparently Normal,None Given,Human Element
2/20/2022,2022-00009654,OK0140200,,W,,LINDSEY,ST,,,,24TH,AVE,SW,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/20/2022,2022-00009654,OK0140200,,W,,LINDSEY,ST,,,,24TH,AVE,SW,1,D - Driver,Apparently Normal,None Given,Human Element
2/21/2022,2022-00009763,OK0140200,,,,12TH,AVE,SE,,,ALAMEDA,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/21/2022,2022-00009763,OK0140200,,,,12TH,AVE,SE,,,ALAMEDA,ST,,1,D - Driver,Apparently Normal,None Given,Human Element
2/21/2022,2022-00009797,OK0140200,,,,JENKINS,AVE,,W,,LINDSEY,ST,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/21/2022,2022-00009797,OK0140200,,,,JENKINS,AVE,,W,,LINDSEY,ST,,1,D - Driver,Apparently Normal,None Given,Human Element
2/21/2022,2022-00009805,OK0140200,,W,,MAIN,ST,,,,HAL MULDROW,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/21/2022,2022-00009805,OK0140200,,W,,MAIN,ST,,,,HAL MULDROW,DR,,1,D - Driver,Apparently Normal,None Given,Private Drive
2/21/2022,2022-00009871,OK0140200,,,,12TH,AVE,NE,,,CENTRAL,PKWY,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/21/2022,2022-00009871,OK0140200,,,,12TH,AVE,NE,,,CENTRAL,PKWY,,1,D - Driver,Apparently Normal,None Given,Changed Lanes Unsafely
2/21/2022,2022-00009873,OK0140200,,E,,STATE HWY 9,HWY,,,,96TH,AVE,SE,1,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
2/21/2022,2022-00009873,OK0140200,,E,,STATE HWY 9,HWY,,,,96TH,AVE,SE,2,D - Driver,Apparently Normal,None Given,Other Distraction Inside
2/21/2022,2022-00009882,OK0140200,,W,,MAIN,ST,,N,,INTERSTATE,DR,,2,D - Driver,Apparently Normal,None Given,No Improper Action by Driver
